pedido_id,cliente_id,vendedor_id,data_pedido,canal,status,valor_total
13924,1492,36,2025-01-30,WhatsApp,Faturado,1870.79
13925,1492,13,2025-05-05,Visita,Entregue,1684.51
13926,1492,13,2025-08-21,Visita,Faturado,2257.60
13927,1492,13,2025-12-15,WhatsApp,Entregue,773.49
13928,1492,13,23/02/2026,Visita,Entregue,1159.47
13929,1492,13,2026-06-15,Telefone,Entregue,1275.34
13930,1493,26,2024-09-04,Visita,Entregue,455.86
13931,1493,26,2024-12-27,Telefone,Entregue,1986.75
13932,1493,26,2025-02-25,Visita,Faturado,41.91
13933,1493,41,01/07/2025,Visita,Entregue,554.39
13934,1493,41,22/10/2025,Visita,Entregue,354.60
13935,1493,41,2026-02-03,WhatsApp,Entregue,577.73
13936,1493,41,2026-06-11,WhatsApp,Entregue,3642.28
13937,1494,19,2026-03-18,Visita,Entregue,559.50
13938,1495,37,2024-09-22,Visita,Entregue,657.15
13939,1495,37,2025-01-27,App,Faturado,4215.16
13940,1495,37,2025-04-11,Telefone,Entregue,2833.45
13941,1495,37,2025-07-23,App,Faturado,791.22
13942,1495,37,2025-09-20,App,Entregue,619.10
13943,1495,37,2026-01-30,Visita,Entregue,640.31
13944,1495,37,2026-05-28,Visita,Faturado,910.67
13945,1495,37,2026-08-10,App,Faturado,1600.32
13946,1496,21,2024-09-16,App,Faturado,5045.83
13947,1496,21,2024-11-19,WhatsApp,Entregue,7115.79
13948,1496,21,2025-01-08,Visita,Faturado,2642.79
13949,1496,21,2025-02-28,Visita,Cancelado,0.00
13950,1496,21,2025-04-28,Telefone,Entregue,5382.38
13951,1496,21,2025-07-02,Visita,Entregue,1546.78
13952,1496,21,2025-09-08,Telefone,Entregue,1357.61
13953,1496,21,2025-11-11,App,Entregue,9753.50
13954,1496,21,2025-12-18,WhatsApp,Entregue,450.14
13955,1496,21,2026-02-02,WhatsApp,Entregue,1422.23
13956,1496,21,2026-03-24,App,Faturado,2948.97
13957,1496,21,2026-04-29,App,Em separação,2816.35
13958,1496,21,04/06/2026,App,Faturado,1449.59
13959,1496,21,2026-07-17,Visita,Entregue,3166.60
13960,1496,21,2026-08-27,WhatsApp,Entregue,4484.89
13961,1497,10,2024-09-02,App,Entregue,2387.74
13962,1497,10,2024-12-25,Visita,Entregue,589.23
13963,1497,10,2025-04-04,App,Faturado,4479.58
13964,1497,10,2025-07-16,App,Entregue,1736.82
13965,1497,10,2025-11-05,Visita,Faturado,1547.89
13966,1497,10,2026-02-05,WhatsApp,Entregue,1247.40
13967,1497,10,2026-05-19,Visita,Entregue,661.18
13968,1497,10,2026-08-05,Telefone,Em separação,1414.46
13969,1498,20,2024-09-03,Visita,Entregue,1770.07
13970,1498,20,2024-11-07,Visita,Entregue,2228.52
13971,1498,20,2025-02-28,App,Entregue,1709.51
13972,1498,20,2025-05-29,WhatsApp,Entregue,628.28
13973,1498,20,2025-08-13,Visita,Entregue,737.34
13974,1498,20,2025-12-05,WhatsApp,Faturado,840.14
13975,1498,20,2026-04-04,Visita,Faturado,4154.54
13976,1498,20,04/06/2026,Visita,Entregue,2035.31
13977,1499,2,2024-09-06,App,Faturado,695.98
13978,1499,2,24/12/2024,Telefone,Faturado,1175.08
13979,1499,2,2025-03-07,WhatsApp,Faturado,571.21
13980,1499,2,05/05/2025,Visita,Entregue,1127.24
13981,1499,2,2025-08-13,Visita,Entregue,226.52
13982,1499,2,2025-11-03,WhatsApp,Em separação,5875.82
13983,1499,2,2026-02-10,App,Faturado,1025.14
13984,1499,2,2026-04-30,App,Entregue,1641.43
13985,1499,2,2026-07-17,Telefone,Entregue,2517.95
13986,1500,21,2024-10-04,App,Entregue,8969.19
13987,1500,21,2024-12-03,WhatsApp,Entregue,1664.30
13988,1500,21,2025-02-07,App,Faturado,1962.58
13989,1500,21,2025-04-11,App,Entregue,5543.22
13990,1500,21,2025-06-19,Telefone,Faturado,1014.28
13991,1500,21,2025-08-09,Visita,Entregue,2502.98
13992,1500,21,2025-09-23,WhatsApp,Entregue,4098.34
13993,1500,21,2025-12-02,App,Entregue,4416.07
13994,1500,21,2026-01-26,Visita,Entregue,937.32
13995,1500,21,07/04/2026,App,Faturado,1289.62
13996,1500,21,2026-05-14,WhatsApp,Faturado,4157.22
13997,1500,21,2026-07-06,Telefone,Entregue,2666.62
13998,1500,21,2026-08-25,App,Entregue,2903.65
13999,1501,41,2024-09-09,Visita,Faturado,794.48
14000,1501,41,2024-12-31,Visita,Em separação,893.72
14001,1501,41,2025-05-12,App,Faturado,6272.13
14002,1501,41,2025-07-16,Visita,Faturado,1797.51
14003,1501,41,22/10/2025,Visita,Entregue,658.72
14004,1501,41,2026-01-26,Visita,Faturado,1323.92
14005,1501,41,2026-05-20,Visita,Faturado,745.50
14006,1502,9,2024-09-13,Visita,Faturado,3962.55
14007,1502,9,2024-11-12,Visita,Entregue,3469.42
14008,1502,9,2025-01-16,Telefone,Faturado,2370.21
14009,1502,9,2025-03-17,Visita,Entregue,6677.07
14010,1502,29,2025-05-22,Telefone,Entregue,2357.27
14011,1502,29,2025-07-29,App,Faturado,4635.58
14012,1502,29,2025-09-12,Telefone,Faturado,2666.01
14013,1502,29,2025-11-13,Visita,Entregue,2832.30
14014,1502,29,2026-01-20,App,Entregue,1727.64
14015,1502,29,2026-02-28,Telefone,Faturado,1483.65
14016,1502,29,2026-04-23,Visita,Faturado,2071.91
14017,1502,29,2026-06-09,Visita,Faturado,2218.84
14018,1502,29,2026-08-10,WhatsApp,Faturado,3681.19
14019,1503,2,2025-10-20,Visita,Entregue,1618.74
14020,1503,2,2026-02-17,Visita,Entregue,1868.08
14021,1503,2,2026-05-20,App,Entregue,1469.07
14022,1504,9,2026-06-24,Visita,Em separação,4726.11
14023,1504,9,2026-07-28,Telefone,Entregue,7133.38
14024,1504,9,2026-08-14,App,Cancelado,0.00
14025,1505,27,2024-09-13,Telefone,Entregue,878.77
14026,1505,36,2024-12-24,App,Entregue,1110.72
14027,1505,36,2025-04-01,WhatsApp,Em separação,367.15
14028,1505,36,2025-07-16,WhatsApp,Faturado,471.28
14029,1505,36,13/11/2025,Visita,Faturado,981.39
14030,1505,36,2026-03-24,App,Faturado,1463.84
14031,1505,36,2026-07-30,Visita,Entregue,1379.61
14032,1506,20,2026-06-03,App,Entregue,1962.40
14033,1507,31,2024-09-26,Visita,Faturado,2377.00
14034,1507,31,2024-12-19,App,Faturado,744.18
14035,1507,31,2025-03-18,Visita,Entregue,806.75
14036,1507,31,2025-07-12,WhatsApp,Faturado,-135.05
14037,1507,31,2025-11-17,Visita,Cancelado,0.00
14038,1507,31,2026-02-19,App,Entregue,1588.77
14039,1507,31,2026-06-13,Telefone,Faturado,1292.41
14040,1508,3,2024-09-16,WhatsApp,Faturado,4291.13
14041,1508,3,2024-10-21,Visita,Entregue,14232.87
14042,1508,3,2024-11-08,Visita,Entregue,33184.71
14043,1508,3,30/11/2024,Visita,Entregue,9115.98
14044,1508,3,2025-01-01,WhatsApp,Entregue,4314.48
14045,1508,3,13/02/2025,Telefone,Entregue,3781.93
14046,1508,3,2025-03-21,Visita,Em separação,2022.70
14047,1508,3,2025-04-25,Visita,Entregue,5727.64
14048,1508,3,2025-05-19,Telefone,Entregue,7056.20
14049,1508,3,19/06/2025,Visita,Faturado,20662.33
14050,1508,3,2025-07-29,Telefone,Entregue,8005.55
14051,1508,3,2025-08-28,Telefone,Faturado,7086.86
14052,1508,3,2025-09-19,Visita,Entregue,2235.12
14053,1508,3,2025-10-07,App,Faturado,10125.00
14054,1508,3,2025-11-04,Visita,Faturado,10894.94
14055,1508,3,2025-11-28,Visita,Faturado,16221.25
14056,1508,3,2025-12-24,Visita,Entregue,1809.92
14057,1508,3,2026-01-27,App,Faturado,1387.36
14058,1508,3,2026-03-04,App,Entregue,5803.56
14059,1508,3,02/04/2026,Telefone,Faturado,11037.42
14060,1508,3,2026-04-23,Visita,Faturado,5473.29
14061,1508,3,2026-05-25,Telefone,Entregue,2701.05
14062,1508,3,2026-06-16,Visita,Faturado,4951.63
14063,1508,3,2026-07-09,Visita,Em separação,11808.28
14064,1508,3,2026-07-29,Visita,Cancelado,0.00
14065,1509,32,2024-09-17,App,Cancelado,0.00
14066,1509,32,2024-11-21,Visita,Entregue,12275.41
14067,1509,32,2024-12-31,Visita,Entregue,816.11
14068,1509,32,24/02/2025,Visita,Faturado,2878.56
14069,1509,32,03/04/2025,Telefone,Entregue,8025.34
14070,1509,32,2025-06-03,Telefone,Entregue,2993.45
14071,1509,32,2025-07-09,App,Entregue,2895.71
14072,1509,32,2025-09-03,Telefone,Entregue,876.17
14073,1509,32,2025-10-19,Visita,Entregue,9261.88
14074,1509,32,2025-12-03,Visita,Entregue,2711.00
14075,1509,32,2026-01-20,Telefone,Entregue,1468.38
14076,1509,32,02/03/2026,Visita,Entregue,1960.71
14077,1509,32,2026-04-28,Telefone,Entregue,8181.61
14078,1509,32,2026-06-19,Visita,Entregue,3704.15
14079,1509,32,2026-08-20,App,Faturado,2430.62
14080,1510,38,2024-09-09,App,Entregue,2674.54
14081,1510,38,2024-10-25,App,Faturado,3851.87
14082,1510,38,2024-12-27,Visita,Faturado,852.84
14083,1510,38,24/02/2025,Visita,Faturado,2920.43
14084,1510,38,2025-04-23,Telefone,Entregue,2412.14
14085,1510,38,2025-06-06,WhatsApp,Entregue,1992.63
14086,1510,38,2025-08-11,WhatsApp,Faturado,317.60
14087,1510,38,2025-10-29,App,Faturado,1982.95
14088,1510,38,2025-12-31,Visita,Entregue,1084.66
14089,1510,38,24/02/2026,App,Entregue,1139.54
14090,1510,38,2026-04-24,Visita,Faturado,9033.93
14091,1510,38,2026-06-09,App,Entregue,3269.33
14092,1510,38,2026-08-14,Telefone,Entregue,3417.58
14093,1511,37,17/09/2024,App,Faturado,260.85
14094,1511,37,2024-12-30,Visita,Faturado,896.38
14095,1511,37,2025-03-05,Telefone,Faturado,140.45
14096,1511,37,2025-06-02,App,Faturado,371.16
14097,1511,37,2025-09-27,WhatsApp,Entregue,4061.28
14098,1511,37,2025-12-27,App,Entregue,3846.54
14099,1511,37,2026-05-04,Visita,Entregue,2287.10
14100,1512,11,2024-09-13,Telefone,Faturado,930.31
14101,1512,11,2024-10-15,Visita,Entregue,1193.88
14102,1512,11,26/11/2024,Visita,Faturado,5710.19
14103,1512,11,2025-01-29,Visita,Entregue,1406.16
14104,1512,11,2025-03-18,Visita,Entregue,1710.14
14105,1512,11,21/05/2025,Visita,Faturado,1087.30
14106,1512,11,2025-07-10,Visita,Entregue,2658.13
14107,1512,11,2025-09-01,WhatsApp,Em separação,3579.82
14108,1512,11,2025-10-29,Visita,Entregue,5623.85
14109,1512,11,10/12/2025,Visita,Faturado,722.37
14110,1512,11,2026-01-30,App,Entregue,1490.94
14111,1512,11,2026-04-02,WhatsApp,Entregue,1185.35
14112,1512,11,10/06/2026,Visita,Entregue,3763.27
14113,1512,11,2026-07-25,Visita,Entregue,1637.33
14114,1513,32,2024-09-11,App,Entregue,2140.73
14115,1513,32,2024-11-26,Visita,Faturado,3336.21
14116,1513,32,2025-02-13,Visita,Entregue,580.69
14117,1513,32,2025-05-02,Telefone,Entregue,1240.17
14118,1513,32,2025-08-11,Telefone,Entregue,1682.40
14119,1513,32,2025-10-31,Telefone,Entregue,821.95
14120,1513,32,2026-02-23,Telefone,Faturado,990.83
14121,1513,32,2026-06-13,Visita,Entregue,1382.70
14122,1513,32,2026-08-11,Visita,Faturado,1864.45
14123,1514,14,2024-09-20,Visita,Entregue,4171.85
14124,1514,14,2024-11-21,App,Faturado,4478.68
14125,1514,14,2025-01-23,WhatsApp,Faturado,2127.56
14126,1514,14,2025-03-25,Visita,Entregue,3413.07
14127,1514,14,15/05/2025,Visita,Entregue,5999.78
14128,1514,14,2025-07-31,Telefone,Entregue,3513.27
14129,1514,14,2025-09-11,Visita,Entregue,3903.04
14130,1514,14,2025-10-22,Visita,Faturado,3518.36
14131,1514,14,2025-12-30,Visita,Faturado,2777.44
14132,1514,14,2026-02-26,App,Entregue,2158.64
14133,1514,14,2026-04-13,WhatsApp,Entregue,4261.25
14134,1514,14,2026-05-19,Visita,Entregue,1931.91
14135,1514,14,2026-07-07,Visita,Faturado,1815.00
14136,1515,40,2024-09-16,Visita,Entregue,7677.64
14137,1515,40,13/11/2024,Telefone,Entregue,2079.26
14138,1515,40,2025-03-06,App,Entregue,1180.08
14139,1515,40,2025-07-15,Telefone,Entregue,1619.12
14140,1515,40,2025-10-02,App,Faturado,2118.11
14141,1515,40,2025-12-11,Visita,Entregue,835.43
14142,1515,40,06/02/2026,App,Entregue,4239.20
14143,1515,40,2026-04-30,App,Faturado,5872.59
14144,1515,40,2026-07-15,Visita,Entregue,685.33
14145,1516,36,2026-03-06,Telefone,Faturado,1496.07
14146,1516,36,2026-07-02,App,Entregue,302.28
14147,1518,10,2024-09-24,Telefone,Entregue,1335.60
14148,1518,10,2025-01-03,App,Entregue,1823.83
14149,1518,10,2025-03-02,App,Entregue,736.12
14150,1518,10,2025-06-06,Telefone,Entregue,289.14
14151,1518,10,2025-09-15,App,Entregue,1034.98
14152,1518,10,2025-12-01,App,Em separação,649.91
14153,1518,10,2026-03-12,Visita,Entregue,2613.72
14154,1518,10,2026-05-18,Telefone,Faturado,1997.01
14155,1519,36,13/09/2024,Visita,Faturado,583.45
14156,1519,36,2024-11-16,Telefone,Cancelado,0.00
14157,1519,36,17/03/2025,WhatsApp,Entregue,5434.36
14158,1519,36,2025-06-20,Visita,Em separação,2639.75
14159,1519,36,2025-10-06,Visita,Entregue,3535.35
14160,1519,36,2026-01-19,App,Faturado,143.58
14161,1519,36,2026-04-03,App,Entregue,1018.09
14162,1519,36,2026-07-09,Telefone,Entregue,1186.20
14163,1520,20,2024-09-16,WhatsApp,Faturado,1191.39
14164,1520,20,2024-12-05,Telefone,Entregue,580.69
14165,1520,20,2025-02-04,WhatsApp,Faturado,480.22
14166,1520,20,2025-06-07,Telefone,Entregue,2044.02
14167,1521,26,2024-09-27,Visita,Faturado,518.36
14168,1521,26,2024-11-14,Telefone,Entregue,2692.46
14169,1521,26,10/01/2025,Visita,Entregue,849.06
14170,1521,26,2025-03-20,Telefone,Entregue,1355.16
14171,1521,26,2025-06-13,App,Entregue,2245.81
14172,1521,26,2025-08-05,App,Faturado,6954.09
14173,1521,26,2025-10-18,App,Entregue,6378.51
14174,1521,26,18/12/2025,Telefone,Entregue,1319.93
14175,1521,26,2026-02-17,Visita,Faturado,2203.47
14176,1521,26,2026-04-22,Telefone,Faturado,7584.91
14177,1521,26,2026-06-08,WhatsApp,Em separação,2779.28
14178,1521,26,2026-08-14,Telefone,Em separação,2498.20
14179,1522,23,2024-09-17,Visita,Faturado,2342.88
14180,1522,23,2024-12-10,App,Entregue,1050.32
14181,1522,23,2025-02-28,App,Entregue,1294.90
14182,1522,23,2025-04-25,App,Entregue,4747.41
14183,1522,23,2025-07-18,Telefone,Em separação,1887.94
14184,1522,23,2025-09-18,Visita,Faturado,1150.05
14185,1522,36,2025-12-08,WhatsApp,Faturado,1505.12
14186,1522,36,2026-03-24,App,Faturado,1607.38
14187,1522,36,04/06/2026,App,Entregue,690.48
14188,1523,2,2024-09-09,Visita,Faturado,877.38
14189,1523,2,09/12/2024,App,Entregue,2265.24
14190,1523,2,2025-03-14,App,Entregue,1262.58
14191,1523,2,2025-05-28,Visita,Entregue,542.29
14192,1523,2,2025-09-19,Visita,Entregue,2888.11
14193,1523,2,2026-01-27,App,Entregue,1327.71
14194,1523,2,2026-05-09,Telefone,Faturado,855.46
14195,1523,2,2026-07-09,App,Faturado,2466.52
14196,1524,8,2025-03-20,App,Faturado,1113.45
14197,1524,8,2025-07-29,Visita,Faturado,1197.10
14198,1524,8,2025-11-24,Visita,Entregue,2157.93
14199,1524,8,2026-03-20,App,Cancelado,0.00
14200,1524,8,2026-06-22,Telefone,Entregue,773.62
14201,1525,15,2026-05-14,WhatsApp,Faturado,4259.75
14202,1525,15,2026-08-26,Telefone,Entregue,328.55
14203,1526,22,03/04/2026,Visita,Faturado,788.28
14204,1526,22,2026-06-11,Visita,Entregue,1551.76
14205,1527,5,2024-09-05,App,Entregue,1902.68
14206,1527,5,2024-12-06,Telefone,Entregue,314.48
14207,1527,5,2025-02-21,App,Entregue,217.75
14208,1527,5,2025-04-29,Visita,Entregue,1681.22
14209,1527,5,19/08/2025,App,Entregue,1591.67
14210,1527,5,2025-12-25,App,Faturado,346.20
14211,1527,5,2026-04-21,Visita,Entregue,3063.47
14212,1528,13,2024-09-20,WhatsApp,Entregue,8788.12
14213,1528,13,2024-10-14,App,Em separação,14895.24
14214,1528,13,19/11/2024,Visita,Entregue,10572.18
14215,1528,13,2024-12-23,Telefone,Entregue,2268.72
14216,1528,13,2025-01-10,Visita,Entregue,4311.58
14217,1528,13,2025-02-20,App,Faturado,5624.12
14218,1528,13,17/03/2025,Visita,Faturado,2566.45
14219,1528,13,2025-04-20,Visita,Entregue,16675.67
14220,1528,13,2025-05-20,App,Entregue,5554.13
14221,1528,13,2025-06-12,Visita,Faturado,3146.12
14222,1528,13,2025-07-17,WhatsApp,Faturado,8111.39
14223,1528,13,2025-08-16,Visita,Faturado,5039.21
14224,1528,13,2025-09-19,Telefone,Em separação,9014.49
14225,1528,13,2025-10-20,WhatsApp,Entregue,14747.15
14226,1528,9,2025-11-13,Telefone,Entregue,6402.98
14227,1528,9,2025-12-19,Visita,Faturado,2520.76
14228,1528,9,2026-01-22,App,Faturado,5211.06
14229,1528,9,2026-02-25,App,Entregue,10858.69
14230,1528,9,2026-04-01,App,Entregue,9484.40
14231,1528,9,2026-05-02,Visita,Faturado,4975.32
14232,1528,9,2026-05-29,App,Entregue,3776.73
14233,1528,9,2026-06-23,Visita,Faturado,14797.00
14234,1528,9,2026-07-30,Telefone,Entregue,5585.10
14235,1529,5,2026-02-23,App,Faturado,1808.50
14236,1529,5,2026-05-27,WhatsApp,Entregue,602.70
14237,1529,5,06/08/2026,WhatsApp,Entregue,2064.38
14238,1530,33,2025-06-03,Telefone,Entregue,1707.83
14239,1530,33,2025-09-25,Telefone,Faturado,2590.74
14240,1530,33,2025-12-16,App,Faturado,458.53
14241,1531,31,2024-10-01,Visita,Entregue,2180.95
14242,1531,31,2024-11-27,Telefone,Faturado,2479.32
14243,1531,31,04/02/2025,WhatsApp,Entregue,1775.76
14244,1531,31,04/04/2025,WhatsApp,Faturado,7260.58
14245,1532,5,2024-09-21,Telefone,Faturado,2761.50
14246,1532,5,2024-11-25,Visita,Entregue,5675.53
14247,1532,5,2025-02-04,Visita,Entregue,1305.33
14248,1532,5,2025-04-10,Visita,Entregue,1971.04
14249,1532,5,2025-06-18,App,Entregue,3274.93
14250,1532,5,2025-08-21,Visita,Faturado,3081.94
14251,1532,5,21/10/2025,App,Faturado,14463.17
14252,1532,5,2025-11-28,Telefone,Cancelado,0.00
14253,1532,5,2026-01-19,Telefone,Entregue,2564.41
14254,1532,5,2026-03-30,App,Entregue,2483.15
14255,1532,5,20/05/2026,WhatsApp,Entregue,1351.53
14256,1534,5,2024-09-03,Visita,Faturado,202.15
14257,1534,5,2024-10-29,WhatsApp,Faturado,5412.91
14258,1534,5,2025-02-07,App,Entregue,1585.36
14259,1534,5,2025-06-02,WhatsApp,Entregue,5672.47
14260,1534,5,2025-08-07,Visita,Entregue,1525.83
14261,1534,5,2025-10-21,Visita,Faturado,608.04
14262,1534,5,2026-01-26,App,Faturado,477.54
14263,1534,5,2026-04-11,Telefone,Faturado,2831.12
14264,1534,5,2026-08-11,App,Entregue,231.19
14265,1535,12,2024-09-18,Telefone,Entregue,6469.05
14266,1535,12,2024-12-19,Telefone,Entregue,2713.47
14267,1535,12,2025-04-02,Telefone,Entregue,101.06
14268,1535,12,2025-07-01,WhatsApp,Entregue,1947.02
14269,1535,12,2025-09-10,App,Entregue,1155.73
14270,1535,12,2025-12-03,App,Faturado,2183.65
14271,1535,12,10/02/2026,Telefone,Entregue,1117.03
14272,1535,12,2026-05-05,WhatsApp,Entregue,1883.49
14273,1535,12,10/07/2026,Telefone,Entregue,1597.11
14274,1536,41,2026-01-28,Visita,Faturado,206.69
14275,1536,41,2026-04-02,App,Faturado,6249.86
14276,1536,41,2026-05-05,Telefone,Faturado,4238.44
14277,1536,41,2026-06-22,App,Entregue,3971.46
14278,1536,41,2026-08-18,Visita,Entregue,5667.04
14279,1537,6,2024-09-19,Visita,Entregue,2760.07
14280,1537,6,2025-01-30,App,Faturado,763.47
14281,1537,6,2025-06-03,Telefone,Entregue,9376.98
14282,1537,6,2025-08-29,Visita,Entregue,220.16
14283,1537,6,2026-01-07,Visita,Em separação,227.81
14284,1537,6,2026-03-10,WhatsApp,Entregue,1864.17
14285,1537,6,10/06/2026,App,Entregue,591.48
14286,1537,6,2026-08-21,App,Faturado,174.90
14287,1538,29,18/09/2024,Visita,Entregue,1205.85
14288,1538,29,2024-12-09,App,Entregue,1065.68
14289,1538,29,2025-02-25,Visita,Faturado,758.92
14290,1538,29,2025-05-13,Visita,Faturado,1213.76
14291,1538,29,2025-08-18,App,Entregue,117.17
14292,1538,29,10/11/2025,Visita,Entregue,1649.92
14293,1539,16,2024-09-18,Telefone,Entregue,3595.73
14294,1539,16,25/11/2024,App,Entregue,7931.20
14295,1539,16,2025-02-04,App,Entregue,1079.99
14296,1539,16,11/04/2025,Telefone,Faturado,4669.58
14297,1539,16,2025-06-06,App,Faturado,3029.04
14298,1539,16,2025-07-22,Visita,Em separação,3473.64
14299,1539,16,2025-09-01,Visita,Faturado,3131.35
14300,1539,16,2025-10-27,WhatsApp,Entregue,1066.62
14301,1539,29,28/11/2025,WhatsApp,Entregue,5307.10
14302,1539,29,10/01/2026,Telefone,Entregue,497.98
14303,1539,29,2026-03-18,Telefone,Faturado,2662.64
14304,1539,29,2026-05-25,Visita,Faturado,969.23
14305,1539,29,2026-07-31,Visita,Entregue,1618.37
14306,1540,12,17/09/2024,Telefone,Faturado,419.00
14307,1540,12,2024-12-28,App,Entregue,1570.20
14308,1540,12,2025-03-14,Visita,Faturado,136.97
14309,1540,12,2025-06-18,Visita,Faturado,145.45
14310,1540,12,2025-10-03,Visita,Entregue,2917.59
14311,1540,12,2025-12-19,Visita,Em separação,877.14
14312,1540,12,2026-03-02,Visita,Faturado,512.67
14313,1540,12,27/05/2026,App,Entregue,241.81
14314,1540,12,2026-08-04,Telefone,Faturado,529.31
14315,1541,24,2024-10-03,App,Entregue,1573.31
14316,1541,24,2025-01-24,WhatsApp,Cancelado,0.00
14317,1541,24,2025-04-10,Telefone,Entregue,1998.63
14318,1541,24,2025-08-01,Visita,Entregue,3783.10
14319,1541,24,2025-11-07,WhatsApp,Entregue,571.34
14320,1541,24,2026-02-10,Visita,Entregue,1043.55
14321,1541,24,2026-06-20,Visita,Faturado,642.84
14322,1542,21,2024-09-16,Visita,Entregue,1862.44
14323,1542,21,2024-11-14,App,Entregue,1676.67
14324,1542,21,14/01/2025,Telefone,Faturado,1501.74
14325,1542,21,2025-02-20,Visita,Faturado,905.93
14326,1542,21,2025-03-26,App,Faturado,2533.60
14327,1542,21,2025-05-30,WhatsApp,Faturado,4076.54
14328,1542,21,2025-07-09,Telefone,Entregue,1155.93
14329,1542,21,2025-08-18,App,Entregue,752.43
14330,1542,21,2025-10-02,App,Entregue,1677.46
14331,1542,21,2025-11-08,Visita,Entregue,2678.97
14332,1542,21,2025-12-17,Telefone,Entregue,2163.78
14333,1542,21,02/02/2026,Visita,Entregue,926.88
14334,1542,21,2026-04-07,Visita,Faturado,1715.75
14335,1542,21,2026-06-18,Visita,Faturado,5399.97
14336,1542,21,2026-08-21,Telefone,Entregue,759.29
14337,1543,28,2024-09-17,WhatsApp,Entregue,1888.01
14338,1543,28,2024-12-27,Telefone,Entregue,1629.54
14339,1543,28,2025-03-06,WhatsApp,Entregue,320.70
14340,1543,28,2025-05-21,Visita,Cancelado,0.00
14341,1543,28,2025-09-08,App,Entregue,1506.13
14342,1544,1,2024-09-23,Telefone,Em separação,5982.20
14343,1544,1,2024-10-23,Visita,Faturado,5153.60
14344,1544,1,2024-11-12,WhatsApp,Faturado,9628.82
14345,1544,1,2024-12-05,App,Faturado,14671.84
14346,1544,1,2024-12-30,Visita,Faturado,8010.26
14347,1544,1,2025-01-24,Visita,Entregue,7474.23
14348,1544,1,12/03/2025,Visita,Entregue,3725.68
14349,1544,1,2025-04-08,App,Faturado,13096.64
14350,1544,1,09/05/2025,Visita,Entregue,6758.19
14351,1544,1,2025-05-27,Telefone,Entregue,5037.57
14352,1544,1,2025-06-18,WhatsApp,Entregue,6940.41
14353,1544,1,24/07/2025,Visita,Entregue,4489.25
14354,1544,1,2025-08-23,Visita,Faturado,2450.13
14355,1544,1,2025-09-26,Telefone,Entregue,5291.30
14356,1544,1,2025-10-21,Telefone,Entregue,12902.82
14357,1544,1,2025-11-26,Telefone,Entregue,6380.36
14358,1544,1,2025-12-16,Visita,Entregue,14577.26
14359,1544,1,2026-01-22,Telefone,Entregue,1667.40
14360,1544,1,2026-02-10,Visita,Entregue,-978.91
14361,1544,1,19/03/2026,App,Entregue,9831.21
14362,1544,1,20/04/2026,Telefone,Faturado,15056.60
14363,1544,1,2026-05-21,Visita,Faturado,6574.71
14364,1544,1,2026-06-15,Visita,Entregue,4063.55
14365,1544,1,2026-07-10,Visita,Entregue,5145.09
14366,1544,1,2026-08-11,Visita,Entregue,9790.86
14367,1545,37,2024-09-17,App,Entregue,5296.05
14368,1545,37,18/11/2024,Visita,Entregue,3974.70
14369,1545,37,20/12/2024,Visita,Entregue,1462.11
14370,1545,37,2025-02-27,Visita,Faturado,1142.32
14371,1545,37,2025-04-17,Telefone,Faturado,4356.99
14372,1545,37,2025-06-04,Telefone,Faturado,1789.83
14373,1545,37,2025-08-01,App,Entregue,5966.34
14374,1545,37,29/09/2025,Visita,Entregue,6123.61
14375,1545,37,20/11/2025,Visita,Faturado,3178.93
14376,1545,37,2026-01-07,App,Faturado,2403.67
14377,1545,37,04/03/2026,Visita,Cancelado,0.00
14378,1545,37,2026-04-21,Visita,Faturado,6273.56
14379,1545,37,2026-05-27,Visita,Faturado,2131.06
14380,1545,37,16/07/2026,WhatsApp,Entregue,5350.98
14381,1546,17,19/02/2025,App,Entregue,1171.65
14382,1546,17,2025-05-10,Visita,Entregue,778.72
14383,1546,17,2025-08-29,WhatsApp,Entregue,3189.63
14384,1546,17,2025-12-04,Visita,Entregue,4103.16
14385,1546,17,2026-04-08,Telefone,Entregue,3032.94
14386,1546,17,2026-08-10,WhatsApp,Entregue,2134.21
14387,1547,7,2025-08-14,Telefone,Entregue,2693.20
14388,1547,35,2025-10-17,Telefone,Entregue,2262.18
14389,1547,35,2025-12-08,Telefone,Entregue,2116.07
14390,1547,35,2026-01-26,Telefone,Entregue,964.99
14391,1547,35,2026-03-05,Telefone,Entregue,1375.80
14392,1547,35,2026-05-11,Telefone,Entregue,3750.50
14393,1547,35,2026-07-08,Visita,Entregue,2324.89
14394,1547,35,2026-08-11,App,Entregue,626.28
14395,1549,32,2024-09-16,WhatsApp,Entregue,1515.90
14396,1549,32,2024-11-18,Telefone,Entregue,1343.81
14397,1549,32,2025-02-21,Visita,Entregue,524.08
14398,1549,32,03/06/2025,Visita,Faturado,7862.70
14399,1549,32,2025-09-17,Telefone,Faturado,696.19
14400,1549,32,2025-12-31,Visita,Faturado,50.11
14401,1550,22,2026-05-07,App,Entregue,900.24
14402,1550,22,2026-08-18,Visita,Entregue,695.34
14403,1551,23,2024-09-23,Visita,Faturado,322.68
14404,1551,23,2025-01-17,Visita,Entregue,1957.06
14405,1551,23,2025-03-13,App,Entregue,1874.02
14406,1551,23,2025-05-27,Telefone,Entregue,876.81
