pagamento_id,pedido_id,forma_pagamento,parcelas,valor,taxa_pct,valor_liquido,data_vencimento,data_pagamento,status_pagamento
15595,16141,Boleto 28 dias,1,295.33,0.00,295.33,2025-02-19,2025-02-26,Pago
15596,16142,Dinheiro,1,6997.13,0.00,6997.13,2025-04-28,2025-04-29,Pago
15597,16143,Boleto 28 dias,1,1520.29,0.00,1520.29,2025-08-06,2025-08-06,Pago
15598,16144,PIX,1,4312.64,0.00,4312.64,2025-11-03,2025-11-10,Pago
15599,16145,Boleto 28 dias,1,1249.67,0.00,1249.67,2026-03-26,2026-03-26,Pago
15600,16146,Boleto 28 dias,1,4942.15,0.00,4942.15,2026-07-08,2026-07-15,Pago
15601,16147,Dinheiro,1,1134.90,0.00,1134.90,2024-09-09,2024-09-10,Pago
15602,16148,Boleto 28 dias,1,4282.15,0.00,4282.15,2025-01-27,2025-01-27,Pago
15603,16149,Boleto 14 dias,1,238.21,0.00,238.21,2025-04-14,2025-04-14,Pago
15604,16150,Boleto 28 dias,1,533.82,0.00,533.82,2025-08-13,2025-09-09,Pago com atraso
15605,16151,Boleto 28 dias,1,3817.98,0.00,3817.98,2025-12-16,2025-12-16,Pago
15606,16152,Cartão de crédito,1,515.25,3.20,498.76,2026-03-14,2026-04-11,Pago com atraso
15607,16153,PIX,1,1633.80,0.00,1633.80,2026-07-06,2026-07-09,Pago
15608,16154,PIX,1,638.18,0.00,638.18,2024-09-16,2024-09-16,Pago
15609,16155,Dinheiro,1,276.22,0.00,276.22,2025-01-20,2025-01-20,Pago
15610,16156,Cartão de crédito,3,1869.95,3.20,1810.11,2025-04-01,2025-04-01,Pago
15611,16157,Cheque a prazo,1,2443.32,0.00,2443.32,2025-07-16,2025-07-16,Pago
15612,16158,PIX,1,397.15,0.00,397.15,2025-09-30,2025-10-07,Pago
15613,16160,Boleto 28 dias,1,1117.99,0.00,1117.99,2026-04-30,2026-05-03,Pago
15614,16161,Boleto 28 dias,1,2998.54,0.00,2998.54,2026-07-22,2026-07-22,Pago
15615,16162,PIX,1,3302.42,0.00,3302.42,2024-09-19,2024-09-19,Pago
15616,16163,Cheque a prazo,1,3933.29,0.00,3933.29,2024-11-29,2024-11-29,Pago
15617,16164,Boleto 28 dias,1,2369.09,0.00,2369.09,2025-02-10,2025-02-10,Pago
15618,16165,Dinheiro,1,6010.70,0.00,6010.70,2025-03-28,2025-05-07,Pago com atraso
15619,16166,Cartão de crédito,1,1422.42,3.20,1376.90,2025-05-21,2025-05-21,Pago
15620,16167,Boleto 28 dias,1,1256.08,0.00,1256.08,2025-08-26,2025-09-02,Pago
15621,16168,PIX,1,5191.35,0.00,5191.35,2025-09-05,2025-09-06,Pago
15622,16169,PIX,1,2612.61,0.00,2612.61,2025-11-10,2025-11-11,Pago
15623,16170,Boleto 14 dias,1,1856.06,0.00,1856.06,2026-01-28,2026-01-28,Pago
15624,16171,Boleto 14 dias,1,2197.80,0.00,2197.80,2026-03-31,2026-03-31,Pago
15625,16172,PIX,1,3465.12,0.00,3465.12,2026-05-07,2026-05-07,Pago
15626,16173,PIX,1,3768.08,0.00,3768.08,2026-06-19,2026-06-19,Pago
15627,16174,Boleto 28 dias,1,753.00,0.00,753.00,2026-09-11,,Em aberto
15628,16175,Boleto 28 dias,1,2657.98,0.00,2657.98,2024-10-04,,Inadimplente
15629,16176,Boleto 28 dias,1,859.57,0.00,859.57,2025-01-30,2025-01-30,Pago
15630,16177,PIX,1,900.78,0.00,900.78,2025-04-29,2025-06-04,Pago com atraso
15631,16178,Boleto 14 dias,1,225.55,0.00,225.55,2025-07-26,2025-07-26,Pago
15632,16179,Dinheiro,1,1451.74,0.00,1451.74,2025-10-23,2025-10-23,Pago
15633,16180,PIX,1,252.60,0.00,252.60,2026-02-05,2026-02-08,Pago
15634,16181,Cartão de débito,1,2041.65,1.80,2004.90,2026-04-14,2026-04-14,Pago
15635,16182,Boleto 28 dias,1,1149.02,0.00,1149.02,2026-08-27,2026-08-27,Pago
15636,16183,Cartão de débito,1,8539.78,1.80,8386.06,2024-09-17,2024-09-17,Pago
15637,16184,Boleto 14 dias,1,13466.18,0.00,13466.18,2024-10-26,2024-10-26,Pago
15638,16185,Dinheiro,1,9838.88,0.00,9838.88,2024-11-03,2024-12-26,Pago com atraso
15639,16186,Boleto 28 dias,1,9065.47,0.00,9065.47,2024-12-25,2024-12-25,Pago
15640,16187,PIX,1,4774.63,0.00,4774.63,2024-12-20,2024-12-20,Pago
15641,16188,Dinheiro,1,2207.87,0.00,2207.87,2025-01-21,2025-01-21,Pago
15642,16189,PIX,1,15098.00,0.00,15098.00,2025-03-01,2025-03-16,Pago
15643,16190,Cartão de crédito,1,6489.79,3.20,6282.12,2025-04-03,2025-04-04,Pago
15644,16191,PIX,1,8630.45,0.00,8630.45,2025-04-29,2025-06-02,Pago com atraso
15645,16192,Boleto 28 dias,1,3151.91,0.00,3151.91,2025-06-30,2025-07-03,Pago
15646,16193,Cartão de débito,1,3863.65,1.80,3794.10,2025-07-09,2025-07-10,Pago
15647,16194,Cartão de crédito,1,680.61,3.20,658.83,2025-07-28,2025-09-02,Pago com atraso
15648,16195,Boleto 14 dias,1,3015.48,0.00,3015.48,2025-09-11,2025-09-28,Pago com atraso
15649,16196,PIX,1,5028.60,0.00,5028.60,2025-10-03,2025-10-03,Pago
15650,16197,Boleto 28 dias,1,4388.59,0.00,4388.59,2025-11-22,2025-11-22,Pago
15651,16198,Cartão de crédito,1,4612.56,3.20,4464.96,2025-12-03,2025-12-03,Pago
15652,16199,PIX,1,3759.81,0.00,3759.81,2024-09-27,2024-10-04,Pago
15653,16200,PIX,1,674.70,0.00,674.70,2024-12-16,2024-12-17,Pago
15654,16201,Cartão de débito,1,3650.61,1.80,3584.90,2025-04-19,2025-06-01,Pago com atraso
15655,16202,PIX,1,492.49,0.00,492.49,2025-07-03,2025-07-22,Pago com atraso
15656,16203,PIX,1,1655.77,0.00,1655.77,2025-08-29,2025-08-29,Pago
15657,16204,Boleto 28 dias,1,963.53,0.00,963.53,2026-01-16,2026-01-23,Pago
15658,16205,Boleto 28 dias,1,3172.34,0.00,3172.34,2026-05-04,,Inadimplente
15659,16208,Boleto 28 dias,1,763.38,0.00,763.38,2025-01-24,2025-01-24,Pago
15660,16209,PIX,1,1553.46,0.00,1553.46,2025-04-17,2025-04-18,Pago
15661,16210,Cartão de crédito,1,108.04,3.20,104.58,2025-06-21,2025-06-24,Pago
15662,16211,Boleto 14 dias,1,2067.77,0.00,2067.77,2025-09-09,2025-09-09,Pago
15663,16212,PIX,1,1038.07,0.00,1038.07,2025-10-20,2025-10-23,Pago
15664,16213,Boleto 28 dias,1,417.02,0.00,417.02,2026-03-18,2026-03-25,Pago
15665,16214,PIX,1,1951.97,0.00,1951.97,2026-04-16,2026-04-17,Pago
15666,16215,PIX,1,881.01,0.00,881.01,2026-06-26,2026-08-09,Pago com atraso
15667,16216,Cartão de débito,1,9238.04,1.80,9071.76,2024-09-07,2024-09-07,Pago
15668,16217,Boleto 14 dias,1,6774.08,0.00,6774.08,2024-10-17,2024-11-14,Pago com atraso
15669,16218,Boleto 28 dias,1,7783.08,0.00,7783.08,2024-11-19,2024-11-19,Pago
15670,16219,PIX,1,18459.85,0.00,18459.85,2024-11-14,2024-11-14,Pago
15671,16220,PIX,1,4395.39,0.00,4395.39,2024-12-02,2024-12-02,Pago
15672,16221,Cheque a prazo,1,4126.29,0.00,4126.29,2025-01-28,2025-01-28,Pago
15673,16222,Boleto 14 dias,1,2235.05,0.00,2235.05,2025-02-19,2025-04-12,Pago com atraso
15674,16224,Boleto 28 dias,1,4295.80,0.00,4295.80,2025-04-21,2025-04-24,Pago
15675,16225,PIX,1,3473.21,0.00,3473.21,2025-04-18,2025-04-21,Pago
15676,16226,PIX,1,4167.26,0.00,4167.26,2025-05-09,2025-05-09,Pago
15677,16227,PIX,1,3994.90,0.00,3994.90,2025-06-07,2025-06-08,Pago
15678,16228,PIX,1,9708.80,0.00,9708.80,2025-06-28,2025-07-13,Pago
15679,16229,Cartão de crédito,3,5952.41,3.20,5761.93,2025-07-29,2025-07-30,Pago
15680,16230,Boleto 28 dias,1,1874.27,0.00,1874.27,2025-09-18,2025-10-03,Pago
15681,16231,Boleto 14 dias,1,10745.80,0.00,10745.80,2025-09-30,2025-10-01,Pago
15682,16232,Boleto 28 dias,1,13778.47,0.00,13778.47,2025-11-14,2025-11-14,Pago
15683,16233,Cartão de débito,1,12020.82,1.80,11804.45,2025-11-14,2025-11-17,Pago
15684,16234,PIX,1,3791.26,0.00,3791.26,2025-12-03,2026-01-02,Pago com atraso
15685,16235,Boleto 28 dias,1,1780.49,0.00,1780.49,2026-02-05,2026-02-06,Pago
15686,16236,Boleto 28 dias,1,4328.69,0.00,4328.69,2026-03-31,2026-03-31,Pago
15687,16237,PIX,1,5326.40,0.00,5326.40,2026-03-30,2026-03-30,Pago
15688,16238,Boleto 28 dias,1,8675.78,0.00,8675.78,2026-06-03,,Inadimplente
15689,16239,Cartão de crédito,1,7123.86,3.20,6895.90,2026-06-04,2026-06-04,Pago
15690,16240,PIX,1,4477.05,0.00,4477.05,2026-07-08,2026-07-08,Pago
15691,16241,Cartão de crédito,1,5873.01,3.20,5685.07,2026-07-31,,Inadimplente
15692,16242,PIX,1,4461.67,0.00,4461.67,2026-08-19,2026-08-19,Pago
15693,16243,Boleto 28 dias,1,689.54,0.00,689.54,2024-10-19,2024-10-19,Pago
15694,16244,Cartão de crédito,4,1216.40,3.20,1177.48,2024-12-17,2024-12-17,Pago
15695,16245,Boleto 14 dias,1,414.32,0.00,414.32,2025-03-11,2025-03-11,Pago
15696,16246,PIX,1,1689.19,0.00,1689.19,2025-05-09,2025-05-12,Pago
15697,16247,Boleto 14 dias,1,1203.90,0.00,1203.90,2025-07-29,2025-07-29,Pago
15698,16248,Cartão de crédito,1,1578.43,3.20,1527.92,2025-11-13,2025-11-28,Pago
15699,16249,Boleto 28 dias,1,2544.85,0.00,2544.85,2026-04-16,2026-04-17,Pago
15700,16250,Cartão de crédito,1,923.90,3.20,894.34,2026-07-09,2026-07-09,Pago
15701,16251,Boleto 14 dias,1,1936.51,0.00,1936.51,2024-09-16,2024-09-16,Pago
15702,16252,Boleto 28 dias,1,4389.98,0.00,4389.98,2024-11-29,2024-11-29,Pago
15703,16254,Boleto 28 dias,1,3504.30,0.00,3504.30,2025-03-03,2025-03-06,Pago
15704,16255,PIX,1,10426.35,0.00,10426.35,2025-04-14,,Inadimplente
15705,16256,PIX,1,2050.68,0.00,2050.68,2025-05-29,2025-05-30,Pago
15706,16257,Cartão de crédito,1,3852.47,3.20,3729.19,2025-07-31,2025-07-31,Pago
15707,16258,Cartão de débito,1,1900.17,1.80,1865.97,2025-09-24,2025-10-09,Pago
15708,16259,Dinheiro,1,6087.21,0.00,6087.21,2025-11-13,,Inadimplente
15709,16260,Boleto 14 dias,1,2786.58,0.00,2786.58,2026-01-30,2026-01-30,Pago
15710,16261,PIX,1,2646.22,0.00,2646.22,2026-03-20,2026-03-20,Pago
15711,16262,Cartão de crédito,1,1087.21,3.20,1052.42,2026-05-26,2026-06-23,Pago com atraso
15712,16263,Cartão de crédito,4,2113.85,3.20,2046.21,2026-07-30,2026-07-30,Pago
15713,16264,Boleto 14 dias,1,-99.88,0.00,-99.88,2024-09-24,2024-09-24,Pago
15714,16265,Dinheiro,1,531.13,0.00,531.13,2025-01-18,2025-01-18,Pago
15715,16266,Cartão de crédito,2,2330.59,3.20,2256.01,2025-03-16,,Inadimplente
15716,16267,Boleto 14 dias,1,869.97,0.00,869.97,2025-06-06,2025-06-06,Pago
15717,16268,Dinheiro,1,1286.24,0.00,1286.24,2025-07-17,2025-07-17,Pago
15718,16269,Cartão de crédito,6,6392.70,3.20,6188.13,2025-10-18,2025-10-18,Pago
15719,16270,Boleto 28 dias,1,488.43,0.00,488.43,2026-03-05,2026-03-08,Pago
15720,16271,PIX,1,675.36,0.00,675.36,2026-05-26,2026-05-29,Pago
15721,16272,Boleto 28 dias,1,448.38,0.00,448.38,2026-09-11,,Em aberto
15722,16273,Boleto 28 dias,1,328.68,0.00,328.68,2024-10-14,2024-10-14,Pago
15723,16274,Dinheiro,1,2544.42,0.00,2544.42,2024-11-23,2024-11-24,Pago
15724,16276,Cartão de crédito,1,3714.09,3.20,3595.24,2025-06-07,2025-06-14,Pago
15725,16277,PIX,1,1718.84,0.00,1718.84,2025-08-18,2025-08-18,Pago
15726,16278,PIX,1,982.70,0.00,982.70,2025-11-05,2025-11-05,Pago
15727,16279,PIX,1,1389.92,0.00,1389.92,2026-03-18,2026-03-18,Pago
15728,16280,Cartão de crédito,2,2908.15,3.20,2815.09,2026-06-25,2026-06-25,Pago
15729,16281,PIX,1,2373.22,0.00,2373.22,2024-09-03,2024-09-03,Pago
15730,16282,Boleto 28 dias,1,7498.16,0.00,7498.16,2024-12-01,2024-12-01,Pago
15731,16283,Boleto 14 dias,1,1256.60,0.00,1256.60,2025-01-31,2025-02-07,Pago
15732,16284,Boleto 28 dias,1,4391.53,0.00,4391.53,2025-04-15,2025-04-15,Pago
15733,16285,Boleto 28 dias,1,3061.15,0.00,3061.15,2025-06-10,2025-06-11,Pago
15734,16286,Cartão de crédito,2,3975.53,3.20,3848.31,2024-09-20,2024-09-20,Pago
15735,16287,PIX,1,6775.88,0.00,6775.88,2024-11-12,2024-11-12,Pago
15736,16288,Dinheiro,1,4351.30,0.00,4351.30,2024-12-30,2024-12-30,Pago
15737,16289,Cartão de crédito,1,4502.21,3.20,4358.14,2025-03-05,2025-03-05,Pago
15738,16290,Cartão de crédito,3,2815.31,3.20,2725.22,2025-05-03,2025-05-18,Pago
15739,16291,Boleto 28 dias,1,1583.68,0.00,1583.68,2025-07-22,2025-07-25,Pago
15740,16292,PIX,1,3460.05,0.00,3460.05,2025-08-18,2025-08-25,Pago
15741,16294,Dinheiro,1,5593.28,0.00,5593.28,2025-11-29,2025-12-06,Pago
15742,16295,Boleto 14 dias,1,2405.57,0.00,2405.57,2026-02-28,2026-02-28,Pago
15743,16296,Boleto 28 dias,1,2028.02,0.00,2028.02,2026-04-21,2026-04-21,Pago
15744,16297,Cartão de débito,1,2343.63,1.80,2301.44,2026-05-10,2026-05-11,Pago
15745,16298,Cartão de crédito,2,8149.02,3.20,7888.25,2026-06-26,2026-06-26,Pago
15746,16299,Cartão de débito,1,1455.07,1.80,1428.88,2026-07-30,2026-07-30,Pago
15747,16300,Cartão de crédito,3,6012.62,3.20,5820.22,2024-09-19,2024-09-20,Pago
15748,16301,Boleto 14 dias,1,549.56,0.00,549.56,2024-12-13,2024-12-14,Pago
15749,16302,Boleto 28 dias,1,2518.32,0.00,2518.32,2025-04-14,2025-04-14,Pago
15750,16303,Cartão de crédito,2,1431.58,3.20,1385.77,2025-05-21,2025-05-22,Pago
15751,16304,PIX,1,1962.92,0.00,1962.92,2025-09-16,2025-09-16,Pago
15752,16305,Boleto 28 dias,1,2285.77,0.00,2285.77,2025-12-26,2025-12-26,Pago
15753,16306,Boleto 28 dias,1,381.58,0.00,381.58,2026-04-13,2026-04-13,Pago
15754,16307,Boleto 28 dias,1,3715.64,0.00,3715.64,2026-08-19,2026-08-19,Pago
15755,16308,Cheque a prazo,1,1091.63,0.00,1091.63,2024-10-17,2024-10-17,Pago
15756,16309,Boleto 14 dias,1,7345.75,0.00,7345.75,2024-11-21,2024-11-21,Pago
15757,16310,Dinheiro,1,5114.11,0.00,5114.11,2024-12-17,2024-12-24,Pago
15758,16311,Boleto 28 dias,1,2706.58,0.00,2706.58,2025-03-25,2025-03-25,Pago
15759,16312,Cartão de débito,1,4477.03,1.80,4396.44,2025-05-14,2025-05-14,Pago
15760,16313,PIX,1,2387.21,0.00,2387.21,2025-07-07,2025-07-10,Pago
15761,16314,Boleto 28 dias,1,2923.43,0.00,2923.43,2025-10-14,2025-10-14,Pago
15762,16315,Cartão de crédito,1,4247.27,3.20,4111.36,2025-11-04,2025-11-04,Pago
15763,16316,Boleto 14 dias,1,3507.14,0.00,3507.14,2025-12-30,2025-12-30,Pago
15764,16317,PIX,1,3382.87,0.00,3382.87,2026-02-24,2026-02-24,Pago
15765,16318,Boleto 28 dias,1,806.21,0.00,806.21,2026-04-28,2026-04-29,Pago
15766,16319,Boleto 14 dias,1,1631.29,0.00,1631.29,2026-05-28,2026-05-31,Pago
15767,16321,Boleto 28 dias,1,1104.10,0.00,1104.10,2024-10-08,2024-10-23,Pago
15768,16322,Boleto 14 dias,1,2540.11,0.00,2540.11,2025-01-14,2025-01-15,Pago
15769,16323,Cartão de crédito,1,2906.26,3.20,2813.26,2025-03-07,2025-03-10,Pago
15770,16324,Cartão de crédito,4,807.35,3.20,781.51,2025-06-01,2025-06-02,Pago
15771,16325,Boleto 28 dias,1,1652.88,0.00,1652.88,2025-09-12,2025-09-13,Pago
15772,16326,Boleto 28 dias,1,996.38,0.00,996.38,2025-12-29,2025-12-29,Pago
15773,16327,PIX,1,3091.73,0.00,3091.73,2026-01-28,,Inadimplente
15774,16328,Boleto 28 dias,1,2568.92,0.00,2568.92,2026-06-23,2026-06-23,Pago
15775,16329,PIX,1,996.72,0.00,996.72,2026-08-31,,Inadimplente
15776,16330,Boleto 14 dias,1,8321.00,0.00,8321.00,2026-06-09,2026-06-09,Pago
15777,16331,PIX,1,2929.34,0.00,2929.34,2026-07-13,2026-07-13,Pago
15778,16332,Cartão de crédito,1,1511.15,3.20,1462.79,2024-09-14,2024-09-14,Pago
15779,16333,PIX,1,370.83,0.00,370.83,2024-12-10,2024-12-10,Pago
15780,16334,Boleto 14 dias,1,4036.02,0.00,4036.02,2025-03-01,2025-03-01,Pago
15781,16335,Boleto 14 dias,1,2774.90,0.00,2774.90,2025-06-02,2025-06-02,Pago
15782,16336,Cartão de débito,1,3642.49,1.80,3576.93,2025-07-29,2025-07-29,Pago
15783,16337,Boleto 28 dias,1,6746.48,0.00,6746.48,2025-12-16,,Inadimplente
15784,16338,Boleto 28 dias,1,947.02,0.00,947.02,2026-04-21,2026-04-22,Pago
15785,16339,Cartão de débito,1,583.64,1.80,573.13,2026-05-29,2026-05-29,Pago
15786,16340,Cartão de débito,1,1362.06,1.80,1337.54,2026-07-24,2026-07-27,Pago
15787,16341,Cartão de crédito,1,5765.86,3.20,5581.35,2024-09-11,2024-09-11,Pago
15788,16342,Boleto 28 dias,1,7441.19,0.00,7441.19,2024-11-12,2024-11-13,Pago
15789,16343,Boleto 14 dias,1,2697.56,0.00,2697.56,2025-01-06,2025-01-13,Pago
15790,16344,Boleto 28 dias,1,2745.95,0.00,2745.95,2025-02-24,2025-03-03,Pago
15791,16345,Boleto 14 dias,1,4981.82,0.00,4981.82,2025-04-17,2025-04-17,Pago
15792,16346,Cheque a prazo,1,1993.95,0.00,1993.95,2025-07-10,2025-07-17,Pago
15793,16347,Boleto 28 dias,1,3314.31,0.00,3314.31,2025-09-02,2025-09-25,Pago com atraso
15794,16349,PIX,1,4784.98,0.00,4784.98,2025-11-28,2025-11-28,Pago
15795,16350,Boleto 28 dias,1,1768.55,0.00,1768.55,2026-02-17,2026-02-20,Pago
15796,16351,PIX,1,6344.18,0.00,6344.18,2026-03-09,2026-03-09,Pago
15797,16352,PIX,1,2454.03,0.00,2454.03,2026-04-14,2026-04-14,Pago
15798,16353,Cartão de crédito,1,3204.50,3.20,3101.96,2026-06-18,2026-06-19,Pago
15799,16354,Boleto 14 dias,1,1022.73,0.00,1022.73,2026-08-18,2026-08-18,Pago
15800,16355,Boleto 28 dias,1,4714.52,0.00,4714.52,2024-10-08,2024-11-11,Pago com atraso
15801,16356,PIX,1,6672.32,0.00,6672.32,2024-10-22,2024-10-22,Pago
15802,16357,Boleto 14 dias,1,965.07,0.00,965.07,2024-12-12,2024-12-15,Pago
15803,16358,PIX,1,1877.22,0.00,1877.22,2025-02-07,2025-02-07,Pago
15804,16359,Boleto 28 dias,1,1997.97,0.00,1997.97,2025-04-14,2025-04-15,Pago
15805,16360,Boleto 14 dias,1,3119.33,0.00,3119.33,2025-06-18,2025-06-25,Pago
15806,16361,Cartão de crédito,4,9213.97,3.20,8919.12,2025-07-08,2025-07-15,Pago
15807,16362,PIX,1,4309.10,0.00,4309.10,2025-08-14,2025-08-17,Pago
15808,16363,PIX,1,4122.98,0.00,4122.98,2025-10-09,2025-10-12,Pago
15809,16364,Dinheiro,1,6308.99,0.00,6308.99,2025-11-17,2025-11-18,Pago
15810,16365,Boleto 14 dias,1,661.25,0.00,661.25,2026-02-04,2026-02-04,Pago
15811,16366,Boleto 28 dias,1,3054.87,0.00,3054.87,2026-04-16,2026-04-16,Pago
15812,16367,PIX,1,3122.35,0.00,3122.35,2026-05-27,2026-05-27,Pago
15813,16368,Boleto 28 dias,1,579.59,0.00,579.59,2026-08-19,2026-08-22,Pago
15814,16369,PIX,1,2139.74,0.00,2139.74,2026-08-30,2026-08-30,Pago
15815,16370,Boleto 14 dias,1,2782.23,0.00,2782.23,2024-10-04,,Inadimplente
15816,16371,Cheque a prazo,1,2727.60,0.00,2727.60,2025-01-03,2025-01-04,Pago
15817,16372,PIX,1,4770.84,0.00,4770.84,2025-04-01,2025-05-06,Pago com atraso
15818,16373,Boleto 28 dias,1,2408.90,0.00,2408.90,2025-04-09,2025-04-12,Pago
15819,16374,Cartão de crédito,1,2833.37,3.20,2742.70,2025-05-29,2025-05-29,Pago
15820,16375,PIX,1,2720.53,0.00,2720.53,2025-09-17,2025-10-15,Pago com atraso
15821,16376,Boleto 28 dias,1,595.00,0.00,595.00,2026-01-09,2026-01-09,Pago
15822,16377,Boleto 14 dias,1,4204.92,0.00,4204.92,2026-04-18,2026-04-18,Pago
15823,16378,Boleto 28 dias,1,603.58,0.00,603.58,2026-08-20,2026-08-27,Pago
15824,16379,Cartão de crédito,1,844.22,3.20,817.20,2024-09-22,2024-09-22,Pago
15825,16380,Boleto 14 dias,1,603.77,0.00,603.77,2025-01-31,2025-01-31,Pago
15826,16381,PIX,1,1231.29,0.00,1231.29,2025-04-24,2025-04-24,Pago
15827,16382,PIX,1,1030.62,0.00,1030.62,2025-06-20,2025-08-05,Pago com atraso
15828,16384,Cartão de débito,1,4227.09,1.80,4151.00,2026-01-07,2026-01-10,Pago
15829,16385,Boleto 28 dias,1,1145.76,0.00,1145.76,2026-04-08,2026-04-08,Pago
15830,16386,Boleto 28 dias,1,-153.51,0.00,-153.51,2026-06-19,2026-06-19,Pago
15831,16387,Boleto 14 dias,1,541.92,0.00,541.92,2026-08-10,2026-08-10,Pago
15832,16388,Cartão de débito,1,3602.33,1.80,3537.49,2025-04-08,2025-04-08,Pago
15833,16389,Boleto 14 dias,1,5172.07,0.00,5172.07,2025-08-27,2025-08-28,Pago
15834,16390,Dinheiro,1,11533.66,0.00,11533.66,2025-10-20,2025-10-20,Pago
15835,16391,Boleto 28 dias,1,1432.12,0.00,1432.12,2026-02-17,2026-02-17,Pago
15836,16392,Boleto 28 dias,1,1897.58,0.00,1897.58,2026-04-21,2026-04-21,Pago
15837,16393,PIX,1,3106.33,0.00,3106.33,2026-06-01,2026-06-02,Pago
15838,16394,Dinheiro,1,1253.18,0.00,1253.18,2026-08-10,2026-08-10,Pago
15839,16395,Cartão de débito,1,1512.40,1.80,1485.18,2024-09-10,2024-10-13,Pago com atraso
15840,16396,Boleto 14 dias,1,310.48,0.00,310.48,2025-01-27,2025-01-27,Pago
15841,16397,Boleto 28 dias,1,942.03,0.00,942.03,2025-06-04,2025-07-09,Pago com atraso
15842,16398,Cartão de crédito,1,874.19,3.20,846.22,2025-07-26,2025-07-26,Pago
15843,16399,Boleto 28 dias,1,7124.39,0.00,7124.39,2025-12-24,2025-12-24,Pago
15844,16400,Boleto 28 dias,1,1111.50,0.00,1111.50,2026-03-04,2026-03-04,Pago
15845,16401,PIX,1,1023.83,0.00,1023.83,2026-05-27,2026-05-27,Pago
15846,16402,PIX,1,4531.90,0.00,4531.90,2024-10-01,2024-10-26,Pago com atraso
15847,16403,Cheque a prazo,1,4238.88,0.00,4238.88,2025-01-15,2025-01-16,Pago
15848,16404,Cartão de crédito,1,944.37,3.20,914.15,2025-02-18,2025-02-18,Pago
15849,16405,Boleto 28 dias,1,3612.05,0.00,3612.05,2025-05-20,2025-05-20,Pago
15850,16406,Boleto 28 dias,1,1926.03,0.00,1926.03,2025-06-25,2025-06-25,Pago
15851,16408,Boleto 28 dias,1,1291.67,0.00,1291.67,2025-10-08,2025-10-15,Pago
15852,16409,Cartão de crédito,1,6470.20,3.20,6263.15,2025-10-14,2025-10-14,Pago
15853,16410,Cartão de crédito,4,1271.29,3.20,1230.61,2025-12-16,2025-12-16,Pago
15854,16411,Boleto 28 dias,1,520.98,0.00,520.98,2026-02-24,2026-02-24,Pago
15855,16412,PIX,1,3906.57,0.00,3906.57,2026-03-23,2026-03-23,Pago
15856,16413,Cartão de crédito,1,3771.72,3.20,3651.02,2026-05-09,2026-05-16,Pago
15857,16414,Boleto 28 dias,1,5834.99,0.00,5834.99,2026-07-22,,Inadimplente
15858,16415,Dinheiro,1,1659.42,0.00,1659.42,2026-07-29,2026-07-29,Pago
15859,16416,Boleto 28 dias,1,2528.64,0.00,2528.64,2024-10-03,2024-10-03,Pago
15860,16417,Cheque a prazo,1,2152.10,0.00,2152.10,2024-11-12,2024-11-15,Pago
15861,16418,Boleto 28 dias,1,1452.76,0.00,1452.76,2025-01-13,2025-01-13,Pago
15862,16419,Boleto 28 dias,1,793.36,0.00,793.36,2025-03-04,2025-03-04,Pago
15863,16420,PIX,1,2528.97,0.00,2528.97,2025-03-14,2025-03-14,Pago
15864,16421,Cartão de débito,1,4225.72,1.80,4149.66,2025-05-08,2025-06-11,Pago com atraso
15865,16422,Boleto 28 dias,1,2454.55,0.00,2454.55,2025-07-31,2025-07-31,Pago
15866,16423,Boleto 14 dias,1,2103.99,0.00,2103.99,2025-08-30,2025-08-30,Pago
15867,16424,Boleto 28 dias,1,2648.20,0.00,2648.20,2025-10-29,2025-10-29,Pago
15868,16425,Boleto 14 dias,1,1662.06,0.00,1662.06,2025-12-03,2025-12-04,Pago
15869,16426,PIX,1,1298.06,0.00,1298.06,2026-01-19,2026-01-20,Pago
15870,16427,Boleto 28 dias,1,2043.23,0.00,2043.23,2026-04-08,2026-04-08,Pago
15871,16428,Dinheiro,1,3574.14,0.00,3574.14,2026-05-06,2026-05-07,Pago
15872,16429,Cartão de débito,1,5679.39,1.80,5577.16,2026-06-23,2026-07-08,Pago
15873,16430,Cartão de débito,1,4670.68,1.80,4586.61,2026-08-07,2026-08-07,Pago
15874,16431,Boleto 14 dias,1,3216.81,0.00,3216.81,2024-09-27,,Inadimplente
15875,16432,Boleto 28 dias,1,1215.75,0.00,1215.75,2025-02-12,2025-02-13,Pago
15876,16433,PIX,1,4434.11,0.00,4434.11,2025-04-14,2025-04-14,Pago
15877,16434,Dinheiro,1,2341.88,0.00,2341.88,2025-07-15,2025-07-15,Pago
15878,16435,Boleto 14 dias,1,695.52,0.00,695.52,2025-09-22,2025-09-22,Pago
15879,16436,Boleto 28 dias,1,641.05,0.00,641.05,2026-02-03,2026-02-06,Pago
15880,16437,Boleto 14 dias,1,1194.62,0.00,1194.62,2026-05-07,2026-05-08,Pago
15881,16438,Boleto 28 dias,1,293.54,0.00,293.54,2026-09-24,,Em aberto
15882,16440,Boleto 28 dias,1,2525.37,0.00,2525.37,2024-12-23,2024-12-23,Pago
15883,16441,PIX,1,3025.23,0.00,3025.23,2024-12-26,2025-01-10,Pago
15884,16443,PIX,1,5280.97,0.00,5280.97,2025-02-13,2025-02-13,Pago
15885,16444,Boleto 14 dias,1,4624.45,0.00,4624.45,2025-03-26,2025-04-10,Pago
