cliente_id,cnpj,razao_social,segmento,cidade,uf,bairro,data_cadastro,ativo
1484, 85907429414290 ,Aroma Lumiar LTDA ME,Quiosque,Goiânia,GO,Meireles,2023-01-16,S
1485,84766919530164,Farmácia Rosa dos Ventos EIRELI,Loja de departamento,Campinas,SP,Pinheiros,2026-06-08,S
1486,90.262.976/1166-28,Essência Requinte S/A,Revendedora autônoma,Salvador,BA,Pinheiros,2022-06-07,S
1487,67.016.562/7740-21,Drogaria Elegance LTDA,Quiosque,Goiânia,GO,Batel,2022-08-18,S
1488,23.525.600/8589-49,Drogaria Flor de Liz EIRELI,Quiosque,Porto Alegre,RS,Jardins,2022-06-25,S
1489,05353131845605,Boutique Charme ME,Loja de shopping,Belo Horizonte,MG,Savassi,2023-05-20,N
1490,29443141408783,Aroma Serena LTDA ME,Revendedora autônoma,Rio de Janeiro,RJ,Pituba,2023-03-08,S
1491,24021168231379,Espaço Beleza Flor de Liz LTDA,Farmácia,Brasília,DF,Pinheiros,2021-07-01,S
1492,26578963558774,Boutique Encanto S/A,Loja de departamento,Porto Alegre,RS,Higienópolis,2022-09-22,S
1493, 72544225351178 ,Casa de Fragrâncias Bella Vita ME,Perfumaria,Manaus,AM,Ipanema,2021-07-19,S
1494,82.872.047/6766-60,ESSÊNCIA NOBRE S/A,Quiosque,Manaus,AM,Batel,2026-03-14,N
1495,53136859315262,Loja Encanto LTDA,Perfumaria,Fortaleza,CE,Asa Sul,2024-02-19,S
1496,10614452996457,Boutique Essenza S/A,Revendedora autônoma,Campinas,SP,Pituba,2022-12-03,S
1497,53334972969701,Aroma Encanto ME,Revendedora autônoma,Rio de Janeiro,RJ,Pituba,2024-07-12,S
1498,85861888178602,Loja Requinte EIRELI,Loja de shopping,Manaus,AM,Vila Madalena,09/01/2024,S
1499,82749033122239,Loja Aurora EIRELI,Perfumaria,Curitiba,PR,Savassi,13/11/2022,S
1500,83.687.477/7407-03,Comercial Aurora LTDA,Salão de beleza,Manaus,AM,Aldeota,2022-05-31,S
1501,22821282193868,Loja Charme LTDA ME,E-commerce,Manaus,AM,Meireles,30/09/2023,S
1502,04596920666048,Drogaria Elegance EIRELI,Farmácia,Curitiba,PR,Asa Sul,2022-09-11,S
1503,84.981.184/6512-42,Loja Aromas do Sul LTDA,Revendedora autônoma,Salvador,BA,Centro,2025-10-04,S
1504,36.481.165/9558-59,Loja Nova Era ME,Revendedora autônoma,Manaus,AM,Meireles,2026-05-31,S
1505,36597276768777,Espaço Beleza Íris LTDA,Salão de beleza,Recife,PE,Setor Bueno,2022-08-14,S
1506,91.953.808/8426-72,Aroma Rosa dos Ventos LTDA ME,Perfumaria,Porto Alegre,RS,Centro,2026-05-15,N
1507,13.915.480/4423-64,Essência Nova Era S/A,Farmácia,Rio de Janeiro,RJ,Centro,2021-11-14,S
1508,61647904991573,Comercial Lumiar S/A,Perfumaria,Brasília,DF,Pinheiros,2021-09-11,S
1509,67209610237264,Casa de Fragrâncias Sublime LTDA ME,Perfumaria,Curitiba,PR,Aldeota,2023-06-01,S
1510,59.715.579/3277-01,Aroma Requinte LTDA,E-commerce,Porto Alegre,RS,Aldeota,09/01/2024,S
1511,26096856888861,Aroma Requinte LTDA ME,Salão de beleza,Curitiba,PR,Ipanema,22/06/2024,S
1512,94336447026327,Casa de Fragrâncias Requinte LTDA ME,Loja de departamento,Fortaleza,CE,Asa Sul,2022-06-14,S
1513,76694947155347,Bella Serena ME,Perfumaria,Brasília,DF,Ipanema,2023-04-03,S
1514,29.084.896/5394-50,Essência Aromas do Sul LTDA,Salão de beleza,Fortaleza,CE,Pituba,05/05/2023,S
1515,38338569329136,Bella Dourada LTDA,Perfumaria,Salvador,BA,Aldeota,2022-07-17,S
1516,15063240510265,Aroma Nova Era LTDA ME,Quiosque,Porto Alegre,RS,Setor Bueno,2026-02-28,S
1517,46466033273997,Perfumaria Nova Era EIRELI,Loja de shopping,Fortaleza,CE,Moema,02/05/2026,N
1518,02760781951648,Loja Nova Era LTDA ME,Quiosque,Rio de Janeiro,RJ,Meireles,14/03/2023,S
1519,61.443.575/4789-35,Aroma Serena ME,Salão de beleza,São Paulo,SP,Boa Viagem,2024-07-17,S
1520,68.756.707/1812-92,Farmácia Elegance S/A,Loja de departamento,São Paulo,SP,Meireles,2023-05-01,S
1521,59984133768705,LOJA NOVA ERA LTDA,Perfumaria,Porto Alegre,RS,Pinheiros,2021-11-02,S
1522,10.640.707/8384-78,Perfumaria Vitória EIRELI,Revendedora autônoma,Salvador,BA,Ipanema,2023-03-01,S
1523,54.044.927/2809-03,Aroma Diva EIRELI,Revendedora autônoma,Recife,PE,Moema,2024-01-04,S
1524,85.984.440/8895-93,Loja Serena EIRELI,Perfumaria,Manaus,AM,Cambuí,2025-03-10,S
1525,90152302999663,Boutique Class LTDA ME,Loja de shopping,Goiânia,GO,Centro,2026-05-08,S
1526,79915402732012,Perfumaria Aurora EIRELI,Salão de beleza,São Paulo,SP,Moema,2026-03-26,S
1527,20682048109305,Boutique Sublime EIRELI,Quiosque,Brasília,DF,Pituba,2023-01-02,S
1528,98245538151827,ESPAÇO BELEZA CHARME LTDA ME,Revendedora autônoma,Curitiba,PR,Batel,2023-11-09,S
1529,85255768815590,Studio Íris S/A,Farmácia,Rio de Janeiro,RJ,Setor Bueno,08/02/2026,S
1530,76150488491508,Comercial Encanto LTDA,E-commerce,Brasília,DF,Cambuí,2025-05-20,N
1531,95559355881082,Essência Lumiar LTDA ME,Salão de beleza,Recife,PE,Pituba,2023-10-25,S
1532, 25412387249379 ,LOJA BELLA VITA EIRELI,Perfumaria,Goiânia,GO,Ipanema,2022-01-13,S
1533,84.967.416/6239-56,Studio Vitória EIRELI,Salão de beleza,Porto Alegre,RS,Boa Viagem,2025-08-04,S
1534,74.906.412/2727-65,Casa de Fragrâncias Flor de Liz ME,E-commerce,Recife,PE,Pituba,2023-07-25,S
1535,00545583455955,COMERCIAL AROMAS DO SUL ME,Farmácia,Campinas,SP,Pituba,2022-03-25,S
1536,68.089.504/9108-60,Casa de Fragrâncias Nobre LTDA ME,Farmácia,Recife,PE,Boa Viagem,2025-12-30,S
1537,97933686093160,Aroma Aurora LTDA,Salão de beleza,Manaus,AM,Ipanema,2021-09-25,S
1538,39.111.532/0264-00,Bella Elegance S/A,Revendedora autônoma,Brasília,DF,Pituba,2023-08-10,S
1539,03887821889384,Espaço Beleza Flor de Liz LTDA ME,Quiosque,Belo Horizonte,MG,Vila Madalena,2023-01-30,S
1540,42.083.481/2426-64,Essência Dourada LTDA,Loja de departamento,Manaus,AM,Higienópolis,2021-12-22,S
1541,27.966.379/5818-77,ESSÊNCIA DIVA S/A,Loja de shopping,Campinas,SP,Moema,2022-12-22,S
1542,69399531556642,Drogaria Serena LTDA ME,Perfumaria,Porto Alegre,RS,Centro,2023-07-28,S
1543,64966681182292,Essência Diva S/A,Loja de shopping,Goiânia,GO,Boa Viagem,2023-04-23,S
1544,73.378.406/1386-74,Espaço Beleza Vitória LTDA,Quiosque,Curitiba,PR,Cambuí,2021-10-01,S
1545,57657868005512,Aroma Íris EIRELI,Quiosque,Recife,PE,Asa Sul,2022-06-14,S
1546,32705614653442,Aroma Sublime LTDA ME,Farmácia,Recife,PE,Aldeota,2025-02-02,S
1547,20351919850565,PERFUMARIA AROMAS DO SUL LTDA,Salão de beleza,Salvador,BA,Meireles,2025-07-22,S
1548,98766327904233,Bella Sublime S/A,Perfumaria,Belo Horizonte,MG,Pituba,2025-10-17,N
1549,22.918.457/4965-99,Loja Aurora ME,Loja de shopping,Salvador,BA,Vila Madalena,21/07/2024,S
1550,43583040775130,Drogaria Flor de Liz LTDA ME,Loja de shopping,Rio de Janeiro,RJ,Aldeota,2026-05-03,S
1551,71473204319274,Comercial Íris LTDA ME,Loja de shopping,Curitiba,PR,Jardins,2023-04-11,S
1552,61655806247555,Perfumaria Vitória LTDA ME,Loja de shopping,Curitiba,PR,Pituba,2023-10-31,S
1553,75.100.568/7069-05,Drogaria Essenza S/A,Farmácia,Belo Horizonte,MG,Pinheiros,2022-01-29,S
1554,93.235.393/3054-84,Comercial Nobre LTDA ME,Farmácia,Manaus,AM,Aldeota,2021-05-27,S
1555,21830242646855,Bella Bella Vita EIRELI,Loja de shopping,Curitiba,PR,Moema,19/01/2024,S
1556, 88051093346533 ,Casa de Fragrâncias Rosa dos Ventos EIRELI,Perfumaria,Porto Alegre,RS,Meireles,02/05/2025,S
1557,09841643770217,Loja Bella Vita LTDA,E-commerce,São Paulo,SP,Cambuí,2024-08-11,S
1558,28339717856817,Perfumaria Class S/A,Salão de beleza,Goiânia,GO,Barra,2022-07-19,S
1559,30105591698331,Essência Serena LTDA ME,Loja de departamento,Goiânia,GO,Asa Sul,2021-12-07,S
1560,65452593570765,Drogaria Aurora LTDA ME,Loja de departamento,São Paulo,SP,Cambuí,2024-08-19,S
1561,27192602611868,Studio Vitória LTDA ME,Perfumaria,Campinas,SP,Moema,2024-07-23,S
1562,08.170.032/7628-05,Loja Bella Vita LTDA,Quiosque,Goiânia,GO,Aldeota,2021-09-25,S
1563, 82119569646077 ,COMERCIAL NOVA ERA LTDA,Salão de beleza,Recife,PE,Boa Viagem,2023-07-15,S
1564,13.563.974/8925-00,Loja Dourada S/A,Loja de departamento,Salvador,BA,Pituba,2021-11-21,S
1565,18217748747793,AROMA AROMAS DO SUL EIRELI,Salão de beleza,Brasília,DF,Barra,2022-07-29,S
1566,99712520193064,Drogaria Diva LTDA ME,Farmácia,Goiânia,GO,Moema,2022-04-13,S
1567,93353031387830,Espaço Beleza Rosa dos Ventos EIRELI,Loja de shopping,Goiânia,GO,Cambuí,14/11/2022,S
1568,62029487478112,Essência Class LTDA,Revendedora autônoma,Belo Horizonte,MG,Boa Viagem,2026-04-29,S
1569,93177865039475,Bella Rosa dos Ventos LTDA ME,Quiosque,Belo Horizonte,MG,Moema,2024-05-11,S
1570,12434535381157,Loja Prime LTDA,Loja de shopping,Curitiba,PR,Bela Vista,2026-04-25,N
1571,69575629433916,Perfumaria Sublime S/A,Quiosque,Curitiba,PR,Centro,2021-08-31,S
1572,39441010427974,FARMÁCIA AURORA LTDA,Loja de shopping,Porto Alegre,RS,Moema,2023-08-03,S
1573,96.991.329/3575-38,Farmácia Essenza EIRELI,Farmácia,Campinas,SP,Jardins,2022-12-13,S
1574,75601642624554,Drogaria Flor de Liz ME,Perfumaria,Porto Alegre,RS,Asa Sul,2022-05-03,S
1575,22394071734346,Essência Rosa dos Ventos LTDA,Salão de beleza,Goiânia,GO,Jardins,2022-07-10,S
1576,98.107.951/6352-14,Drogaria Prime EIRELI,Perfumaria,Curitiba,PR,Pituba,11/03/2024,S
1577,68095641854133,Bella Aurora ME,Salão de beleza,Rio de Janeiro,RJ,Moema,2023-07-26,S
1578,58179157829052,Farmácia Nova Era LTDA,Loja de shopping,Recife,PE,Savassi,2022-12-19,S
1579,99948141401385,Studio Flor de Liz EIRELI,Revendedora autônoma,Belo Horizonte,MG,Vila Madalena,2022-06-12,S
1580,12017402098446,Comercial Class S/A,Loja de departamento,São Paulo,SP,Moema,2021-11-06,S
1581,72.913.675/9164-49,Boutique Charme LTDA,Salão de beleza,Belo Horizonte,MG,Centro,2023-12-23,S
1582,30852315682342,Bella Charme ME,Perfumaria,Rio de Janeiro,RJ,Asa Sul,2021-08-16,S
1583,71320253423867,Comercial Aurora EIRELI,Quiosque,Recife,PE,Meireles,2024-06-13,S
1584,98766740877210,Essência Bella Vita LTDA,Loja de shopping,Campinas,SP,Meireles,2022-02-25,S
1585,10972472542654,Studio Prime LTDA ME,Revendedora autônoma,Salvador,BA,Vila Madalena,2024-04-22,S
1586,39852381828936,LOJA AROMAS DO SUL LTDA ME,Loja de shopping,Manaus,AM,Pituba,2023-08-06,S
1587,04235731899593,Aroma Nova Era S/A,Loja de departamento,Manaus,AM,Moema,2024-04-10,S
1588,34705070775088,Boutique Class LTDA ME,Loja de departamento,Salvador,BA,Vila Madalena,2023-01-01,S
1589,21380595194845,Casa de Fragrâncias Nova Era EIRELI,Loja de shopping,Recife,PE,Meireles,2023-02-10,S
1590,05.915.419/6351-10,Farmácia Vitória LTDA ME,Salão de beleza,Curitiba,PR,Ipanema,2022-05-14,S
1591,50417372234267,Perfumaria Elegance ME,Quiosque,São Paulo,SP,Higienópolis,2021-11-08,S
1592,17189935475211,Studio Íris ME,Salão de beleza,Brasília,DF,Pituba,2023-10-07,S
1593,11.493.310/8862-30,Studio Dourada LTDA,Salão de beleza,Curitiba,PR,Higienópolis,01/04/2022,S
1594,36485100218241,PERFUMARIA CHARME S/A,Quiosque,São Paulo,SP,Vila Madalena,2024-11-29,N
1595,87.873.214/9997-03,Boutique Serena EIRELI,E-commerce,Campinas,SP,Asa Sul,2023-12-14,S
1596,44.210.651/0046-01,Boutique Flor de Liz ME,Farmácia,Curitiba,PR,Cambuí,2024-08-08,S
1597,94207223956721,Bella Sublime S/A,Farmácia,Fortaleza,CE,Higienópolis,2021-12-05,S
1598, 78776775138771 ,Espaço Beleza Nova Era ME,Farmácia,Brasília,DF,Boa Viagem,2023-12-13,N
1599,73.045.194/5586-81,Essência Flor de Liz S/A,Revendedora autônoma,Brasília,DF,Centro,10/02/2022,S
1600,64.031.575/8593-91,Aroma Diva ME,Revendedora autônoma,Goiânia,GO,Asa Sul,2021-08-24,S
1601,33.927.195/4063-85,DROGARIA BELLA VITA LTDA ME,Perfumaria,Goiânia,GO,Moema,2022-04-24,S
1602,78.420.555/5354-40,LOJA LUMIAR S/A,Loja de departamento,Curitiba,PR,Higienópolis,2022-02-23,S
1603,22.100.720/4094-71,Comercial Flor de Liz LTDA ME,E-commerce,Goiânia,GO,Pituba,2023-12-21,S
1604,41.048.667/1864-42,Loja Bella Vita EIRELI,E-commerce,São Paulo,SP,Vila Madalena,2025-06-27,S
1605,01.877.033/2570-44,Loja Vitória ME,Perfumaria,Rio de Janeiro,RJ,Pinheiros,2023-05-31,S
1606,99.749.030/4381-77,Essência Diva S/A,Loja de shopping,Brasília,DF,Aldeota,2021-11-12,N
1607,11301864323145,Espaço Beleza Flor de Liz ME,Farmácia,Brasília,DF,Moema,2022-07-18,S
1608,00343743256740,Farmácia Serena ME,Salão de beleza,Fortaleza,CE,Moema,2025-01-20,S
1609,11.190.206/0713-69,Drogaria Prime LTDA,Salão de beleza,Porto Alegre,RS,Setor Bueno,2024-10-04,S
1610,67.353.842/5611-61,Essencia Charme LTDA ME,E-commerce,Campinas,SP,Moema,2022-12-01,S
1611,53758268295081,Perfumaria Prime ME,E-commerce,Salvador,BA,Ipanema,2023-02-27,S
1612,35.803.528/8050-75,Studio Serena LTDA ME,Farmácia,Goiânia,GO,Ipanema,2024-05-31,S
1613,25.247.777/4449-64,Perfumaria Bella Vita LTDA ME,E-commerce,Porto Alegre,RS,Higienópolis,2025-11-12,S
1614,64862755377938,Aroma Diva LTDA,E-commerce,Belo Horizonte,MG,Batel,2022-09-12,S
1615,07254539601609,Loja Aurora LTDA ME,E-commerce,Porto Alegre,RS,Pinheiros,2026-06-10,S
1616,17431603250394,Essência Charme LTDA ME,E-commerce,Salvador,BA,Ipanema,16/04/2023,S
1617,61.794.964/5495-95,Drogaria Lumiar ME,Farmácia,Curitiba,PR,Pituba,2022-02-10,S
1618,27183224023936,Loja Íris EIRELI,Farmácia,Porto Alegre,RS,Asa Sul,2023-12-12,S
1619,65511286381105,Espaço Beleza Requinte ME,Loja de shopping,Porto Alegre,RS,Setor Bueno,2024-08-19,S
1620,95.282.767/7423-93,BOUTIQUE SERENA LTDA ME,Revendedora autônoma,Salvador,BA,Batel,2022-11-20,S
1621, 39692151002607 ,Essência Elegance EIRELI,Farmácia,Brasília,DF,Bela Vista,2022-03-13,S
1622,65371557310520,Farmácia Aromas do Sul LTDA ME,Revendedora autônoma,Goiânia,GO,Ipanema,2021-07-12,N
1623,33.773.129/7341-48,Aroma Class S/A,Quiosque,Goiânia,GO,Centro,2025-02-11,S
1624,80.090.722/0871-21,Casa de Fragrâncias Prime ME,E-commerce,Recife,PE,Cambuí,2021-09-28,S
1625, 23315998751757 ,Espaço Beleza Sublime S/A,Perfumaria,São Paulo,SP,Vila Madalena,2025-03-21,S
1626,41750241300788,Espaço Beleza Rosa dos Ventos EIRELI,Salão de beleza,Goiânia,GO,Higienópolis,2022-04-19,S
1627,95914504972366,LOJA PRIME S/A,Loja de shopping,São Paulo,SP,Cambuí,2023-01-14,S
1628,42043845046217,Essência Requinte ME,Revendedora autônoma,Rio de Janeiro,RJ,Setor Bueno,04/07/2022,S
1629,67.407.886/9858-57,Perfumaria Diva LTDA ME,Farmácia,Manaus,AM,Batel,25/02/2023,S
1630,18793978953770,Studio Elegance LTDA,E-commerce,Porto Alegre,RS,Asa Sul,2024-04-06,S
1631,98.243.780/4704-07,Espaço Beleza Lumiar EIRELI,Farmácia,Campinas,SP,Boa Viagem,2023-07-18,S
1632,92.032.735/7125-67,Boutique Aurora LTDA,Loja de shopping,Manaus,AM,Cambuí,2023-08-20,S
1633,95915324256600,Casa de Fragrâncias Rosa dos Ventos S/A,Perfumaria,Brasília,DF,Jardins,2021-06-01,S
1634,03413653298568,Bella Lumiar LTDA,Quiosque,Curitiba,PR,Jardins,2023-03-05,S
1635,74614337004917,Boutique Diva S/A,E-commerce,São Paulo,SP,Pinheiros,2022-12-09,S
1636,76.215.774/0545-86,Espaço Beleza Rosa dos Ventos EIRELI,E-commerce,Manaus,AM,Boa Viagem,2025-01-31,S
1637,31419887263492,Boutique Vitória S/A,Loja de shopping,Salvador,BA,Bela Vista,2024-03-17,S
1638, 15900713204484 ,Farmácia Class EIRELI,Quiosque,Belo Horizonte,MG,Aldeota,2022-09-13,S
1639,60.456.893/9116-45,Aroma Lumiar LTDA ME,Quiosque,Recife,PE,Pituba,15/03/2022,S
1640, 64760852085296 ,Drogaria Essenza LTDA ME,Salão de beleza,Recife,PE,Setor Bueno,2022-12-05,S
1641,87.829.887/2754-42,Bella Bella Vita LTDA ME,Salão de beleza,Brasília,DF,Boa Viagem,18/11/2024,S
1642, 73864006724663 ,Essência Vitória LTDA,Farmácia,Brasília,DF,Higienópolis,2025-02-14,S
1643,33011184065488,Casa de Fragrâncias Class ME,Quiosque,Goiânia,GO,Ipanema,2022-11-09,S
1644,15.143.697/4578-35,Aroma Sublime LTDA ME,Revendedora autônoma,Recife,PE,Moema,2024-04-05,S
1645,56696338958641,Casa de Fragrâncias Diva LTDA,Loja de shopping,Salvador,BA,Savassi,2022-01-25,S
1646,62469476293684,Farmácia Rosa dos Ventos S/A,Salão de beleza,Manaus,AM,Vila Madalena,2023-11-25,S
1647,90.102.719/0952-03,Drogaria Flor de Liz ME,Quiosque,Manaus,AM,Ipanema,2021-08-23,S
1648,04562446220165,STUDIO ELEGANCE EIRELI,Revendedora autônoma,Goiânia,GO,Batel,2022-04-15,S
1649,26253814030755,Aroma Dourada ME,Farmácia,Manaus,AM,Setor Bueno,2021-09-18,S
1650,50745093328099,Perfumaria Encanto ME,E-commerce,Curitiba,PR,Centro,30/05/2025,S
1651,82.353.277/3765-54,Drogaria Lumiar EIRELI,Quiosque,Rio de Janeiro,RJ,Barra,2022-03-14,S
1652,81471266615393,Studio Dourada ME,Loja de shopping,Porto Alegre,RS,Jardins,2021-06-08,S
1653,50.134.339/0627-98,LOJA ROSA DOS VENTOS ME,E-commerce,Rio de Janeiro,RJ,Moema,2022-10-26,S
1654,90.371.912/7593-95,Essência Prime LTDA,Farmácia,Goiânia,GO,Moema,2022-11-26,S
1655,22065910044364,ESSÊNCIA ELEGANCE ME,E-commerce,Campinas,SP,Vila Madalena,2023-06-18,S
1656,22.007.227/6835-27,Espaço Beleza Nobre LTDA ME,Quiosque,Porto Alegre,RS,Meireles,2026-06-05,S
1657,30009006325867,Comercial Class S/A,E-commerce,Salvador,BA,Pituba,2022-03-03,S
1658,47034463324656,Casa de Fragrâncias Encanto LTDA ME,Farmácia,Campinas,SP,Cambuí,15/09/2021,S
1659,73.518.517/6965-95,Perfumaria Bella Vita ME,Loja de departamento,Salvador,BA,Aldeota,2021-06-02,S
1660,29648421092225,Casa de Fragrâncias Rosa dos Ventos S/A,Salão de beleza,Belo Horizonte,MG,Meireles,2024-02-25,S
1661,37660414264302,Loja Charme ME,Revendedora autônoma,Belo Horizonte,MG,Batel,2024-11-19,S
1662,35.243.922/9501-49,Perfumaria Lumiar LTDA ME,E-commerce,Goiânia,GO,Cambuí,17/06/2022,S
1663,87.834.767/9007-82,Comercial Diva S/A,Loja de departamento,São Paulo,SP,Higienópolis,2022-12-05,S
1664,09438682508559,Drogaria Nova Era LTDA ME,Loja de departamento,Campinas,SP,Pinheiros,2023-08-28,S
1665,32.572.734/6892-70,Aroma Vitória EIRELI,Revendedora autônoma,Belo Horizonte,MG,Vila Madalena,2023-02-26,S
1666,05149618068628,Studio Prime EIRELI,Quiosque,Rio de Janeiro,RJ,Asa Sul,2021-08-04,S
1667,95.186.956/1344-08,Espaço Beleza Vitória S/A,Farmácia,Curitiba,PR,Pinheiros,2025-04-29,S
1668,47691237793980,Drogaria Aurora LTDA,Loja de shopping,Curitiba,PR,Savassi,2024-02-28,S
1669,20023915231336,Perfumaria Nova Era S/A,E-commerce,Salvador,BA,Boa Viagem,2023-06-15,S
1670,31.896.720/1295-90,Aroma Nobre LTDA ME,Quiosque,Belo Horizonte,MG,Centro,2025-12-12,N
1671,19176532448343,Farmácia Class LTDA,Quiosque,São Paulo,SP,Pituba,2021-10-22,S
1672,11.708.702/7282-04,Espaço Beleza Elegance EIRELI,Perfumaria,Goiânia,GO,Savassi,2025-05-02,S
1673,21.600.593/2418-32,Drogaria Class ME,Loja de departamento,Curitiba,PR,Jardins,2025-12-06,S
1674,31167954283267,Loja Sublime LTDA,Loja de departamento,Rio de Janeiro,RJ,Vila Madalena,2024-11-25,S
1675,86290251538642,Drogaria Prime LTDA,Perfumaria,Fortaleza,CE,Setor Bueno,2022-03-31,S
1676,53.040.531/9841-05,Perfumaria Sublime EIRELI,Salão de beleza,Campinas,SP,Boa Viagem,2024-07-07,S
1677,77037846797008,Comercial Dourada EIRELI,Quiosque,Recife,PE,Cambuí,2023-05-25,S
1678,55017272797328,BELLA AROMAS DO SUL ME,Farmácia,Curitiba,PR,Ipanema,2023-08-15,S
1679,13.406.368/0199-05,Casa de Fragrâncias Essenza LTDA,Loja de departamento,Belo Horizonte,MG,Asa Sul,2024-10-13,S
1680,11.706.485/7968-86,Drogaria Dourada LTDA,Farmácia,Fortaleza,CE,Centro,2023-07-30,S
1681,81388190114567,Farmácia Nova Era EIRELI,Loja de departamento,Porto Alegre,RS,Pinheiros,2022-06-01,S
1682,70.921.764/5177-02,ESSÊNCIA CLASS ME,Perfumaria,Rio de Janeiro,RJ,Bela Vista,25/10/2023,S
1683,72532095928489,Casa de Fragrâncias Sublime LTDA ME,Revendedora autônoma,Fortaleza,CE,Aldeota,2021-07-22,S
1684,93.357.024/0939-86,Comercial Encanto S/A,E-commerce,Goiânia,GO,Batel,2026-05-14,S
1685,98356523918867,BOUTIQUE NOBRE ME,Quiosque,Curitiba,PR,Setor Bueno,2025-02-07,S
1686,20166334014215,Bella Nobre ME,E-commerce,Recife,PE,Vila Madalena,2022-06-09,S
1687,88623357044455,Boutique Dourada EIRELI,E-commerce,Belo Horizonte,MG,Moema,2024-01-05,N
1688,54944957421884,Comercial Vitória S/A,E-commerce,Fortaleza,CE,Ipanema,2023-08-31,N
1689,11.647.924/6429-98,Casa de Fragrâncias Elegance S/A,Revendedora autônoma,Goiânia,GO,Pituba,2025-11-26,S
1690,91.530.075/1451-83,Aroma Vitória LTDA,Loja de shopping,Campinas,SP,Aldeota,2023-02-10,S
1691,24531081246437,Drogaria Encanto ME,Loja de departamento,Brasília,DF,Moema,2021-09-02,S
1692,60669610696374,Farmácia Sublime LTDA ME,Loja de shopping,Campinas,SP,Jardins,2024-02-05,S
1693,61471590112502,Essência Bella Vita ME,Perfumaria,São Paulo,SP,Pituba,2024-10-16,S
1694,86832120861498,Studio Diva LTDA ME,Quiosque,Goiânia,GO,Aldeota,2024-10-08,S
1695,20014144246073,Farmácia Class S/A,Loja de departamento,Porto Alegre,RS,Bela Vista,2026-03-01,S
1696,99.475.763/7982-93,Loja Nova Era LTDA ME,Quiosque,Salvador,BA,Higienópolis,2024-07-05,S
1697,67.607.410/5939-48,Boutique Nova Era LTDA,E-commerce,Curitiba,PR,Cambuí,2024-02-03,S
1698,02858696609635,Perfumaria Rosa dos Ventos EIRELI,Loja de departamento,Recife,PE,Boa Viagem,2022-12-12,S
1699,84262264418024,Espaço Beleza Class S/A,Perfumaria,Rio de Janeiro,RJ,Cambuí,2022-09-25,S
1700, 52437795076557 ,Espaço Beleza Class ME,E-commerce,Curitiba,PR,Boa Viagem,2023-06-02,S
1701,84.679.017/5227-92,Casa de Fragrâncias Prime ME,Loja de departamento,Salvador,BA,Pinheiros,2023-02-19,S
1702,99.902.038/5407-00,Casa de Fragrâncias Nova Era LTDA,Farmácia,Campinas,SP,Setor Bueno,2021-07-12,S
1703,57538513976352,Drogaria Íris ME,E-commerce,Goiânia,GO,Jardins,28/01/2023,S
1704, 06334611897873 ,CASA DE FRAGRÂNCIAS REQUINTE ME,Loja de departamento,Belo Horizonte,MG,Bela Vista,2025-03-03,N
1705,91716033308544,Boutique Íris LTDA ME,E-commerce,Rio de Janeiro,RJ,Boa Viagem,2024-03-08,S
1706,93137880210936,Loja Lumiar LTDA ME,Loja de departamento,Campinas,SP,Vila Madalena,2021-12-12,S
1707,64.554.590/3481-95,PERFUMARIA CHARME LTDA ME,Farmácia,Fortaleza,CE,Cambuí,2024-12-23,S
1708,08.923.331/3514-85,LOJA AURORA ME,Perfumaria,Curitiba,PR,Centro,2022-10-14,S
1709,06.741.514/4876-21,Bella Dourada ME,Revendedora autônoma,Recife,PE,Aldeota,2022-04-25,S
1710,94069572520235,Loja Flor de Liz ME,Quiosque,Belo Horizonte,MG,Boa Viagem,2021-10-29,S
1711, 89199495165991 ,Aroma Encanto EIRELI,Loja de departamento,Brasília,DF,Cambuí,2021-05-25,S
1712,00415242867855,Farmácia Sublime S/A,Perfumaria,Goiânia,GO,Pituba,2023-03-28,S
1713,01467093672502,Bella Encanto LTDA,Perfumaria,Salvador,BA,Jardins,2021-11-05,S
1714,34.603.161/3407-99,Comercial Dourada EIRELI,Farmácia,Fortaleza,CE,Boa Viagem,2023-12-15,S
1715,28328678515066,Casa de Fragrâncias Class LTDA ME,Farmácia,Porto Alegre,RS,Cambuí,2021-09-30,S
1716,61668940936364,Studio Class EIRELI,Salão de beleza,Recife,PE,Vila Madalena,2022-05-21,S
1717,33956322451825,Studio Charme LTDA,Farmácia,Rio de Janeiro,RJ,Vila Madalena,2022-06-16,S
1718,48697848798963,Perfumaria Class ME,Revendedora autônoma,Fortaleza,CE,Jardins,2024-03-11,S
1719, 69225916423012 ,Farmácia Rosa dos Ventos LTDA ME,Perfumaria,Curitiba,PR,Savassi,2021-12-18,S
1720, 98637085536062 ,Casa de Fragrâncias Íris LTDA ME,Revendedora autônoma,Rio de Janeiro,RJ,Ipanema,2025-10-29,S
1721,69.429.841/0400-32,Essência Sublime ME,Loja de shopping,Salvador,BA,Setor Bueno,2025-04-12,S
1722,35235611882038,Aroma Nova Era EIRELI,Loja de departamento,Recife,PE,Vila Madalena,2024-08-26,S
1723,18531112817790,Comercial Diva ME,Loja de departamento,Campinas,SP,Setor Bueno,2023-07-01,S
1724, 13265984503379 ,Perfumaria Vitória LTDA ME,E-commerce,Brasília,DF,Ipanema,2024-05-24,S
1725,13245275671950,ESPAÇO BELEZA BELLA VITA LTDA ME,Quiosque,Curitiba,PR,Batel,2025-10-18,S
