oportunidade_id,cliente_id,vendedor_id,origem,data_abertura,etapa,probabilidade_pct,valor_estimado,data_fechamento,ciclo_dias,motivo_perda
2869,1426,31,Indicação,2026-05-23,Fechado perdido,0,47768.27,2026-08-02,71,Preço acima do concorrente
2870,1426,31,Instagram,2025-09-28,Prospecção,10,70432.41,,,
2871,1427,13,Inbound site,2025-12-01,Fechado perdido,0,46173.92,2026-01-18,48,Já compra de outro importador
2872,1428,15,Reativação,2025-03-13,Proposta enviada,50,10574.98,,,
2873,1428,15,Reativação,2024-10-01,Proposta enviada,50,78141.89,,,
2874,1428,15,Inbound site,2026-04-23,Qualificação,25,72521.16,,,
2875,1430,14,Feira de beleza,2026-08-29,Negociação,75,50705.35,,,
2876,1430,14,Prospecção ativa,2025-11-18,Fechado ganho,100,32905.91,2025-11-29,11,
2877,1431,38,Feira de beleza,2024-09-09,Fechado perdido,0,87219.44,2024-11-12,64,Preço acima do concorrente
2878,1432,4,Indicação,2025-05-01,Qualificação,25,84900.23,,,
2879,1433,4,Prospecção ativa,2025-06-05,Negociação,75,63966.29,,,
2880,1433,4,Reativação,2024-12-25,Qualificação,25,12013.82,,,
2881,1433,4,Prospecção ativa,2026-08-20,Negociação,75,53208.41,,,
2882,1433,4,Prospecção ativa,2026-05-30,Fechado ganho,100,19726.99,2026-07-05,36,
2883,1434,12,Instagram,2025-10-14,Prospecção,10,46667.28,,,
2884,1436,35,Reativação,2025-09-03,Qualificação,25,67399.25,,,
2885,1436,35,Prospecção ativa,2025-09-27,Fechado ganho,100,14562.39,2025-10-27,30,
2886,1437,34,Instagram,2026-03-24,Fechado ganho,100,84002.21,2026-05-05,42,
2887,1437,34,Instagram,2026-08-17,Negociação,75,90260.16,,,
2888,1437,34,Indicação,2026-01-10,Qualificação,25,9935.46,,,
2889,1439,19,Inbound site,2024-11-15,Negociação,75,13469.86,,,
2890,1439,38,Prospecção ativa,2026-08-20,Proposta enviada,50,74573.04,,,
2891,1439,19,Inbound site,2026-03-08,Fechado ganho,100,39990.17,2026-03-23,15,
2892,1440,11,WhatsApp,2025-06-04,Fechado ganho,100,119655.06,2025-08-05,62,
2893,1440,11,Inbound site,2026-07-24,Negociação,75,61443.52,,,
2894,1440,11,WhatsApp,2026-04-11,Qualificação,25,69721.14,,,
2895,1441,19,Instagram,2026-03-04,Negociação,75,68856.67,,,
2896,1441,19,Inbound site,2026-01-18,Fechado ganho,100,60094.72,2026-03-01,42,
2897,1442,6,Inbound site,2025-03-30,Fechado ganho,100,31395.11,2025-06-03,65,
2898,1443,26,Reativação,2025-06-13,Proposta enviada,50,14928.03,,,
2899,1443,26,Instagram,2025-11-12,Fechado ganho,100,91144.30,2025-12-07,25,
2900,1444,39,WhatsApp,2024-12-29,Fechado ganho,100,46492.83,2025-01-19,21,
2901,1444,39,Inbound site,2025-07-10,Fechado ganho,100,63720.98,2025-08-10,31,
2902,1445,24,Feira de beleza,2025-07-03,Negociação,75,78839.15,,,
2903,1445,24,Indicação,2025-02-11,Fechado perdido,0,5303.68,2025-03-20,37,Sem verba no momento
2904,1446,15,Inbound site,2026-05-20,Proposta enviada,50,22382.35,,,
2905,1446,15,Indicação,2026-08-16,Fechado perdido,0,50397.55,2026-08-30,14,Pediu exclusividade de marca
2906,1446,15,Instagram,2026-07-17,Qualificação,25,70476.53,,,
2907,1448,11,WhatsApp,2026-06-02,Prospecção,10,55872.37,,,
2908,1448,11,Indicação,2026-07-14,Proposta enviada,50,78283.41,,,
2909,1449,12,Indicação,2025-07-12,Fechado perdido,0,60557.63,2025-09-23,73,Já compra de outro importador
2910,1450,4,Prospecção ativa,2025-06-02,Fechado ganho,100,68364.62,2025-07-07,35,
2911,1450,4,Prospecção ativa,2025-07-27,Fechado ganho,100,41744.60,2025-08-27,31,
2912,1451,13,Prospecção ativa,2024-12-09,Fechado ganho,100,39259.43,2025-02-02,55,
2913,1451,13,Instagram,2025-06-12,Negociação,75,117337.56,,,
2914,1451,13,Feira de beleza,2024-10-09,Fechado ganho,100,89902.01,2024-12-13,65,
2915,1451,13,Prospecção ativa,2024-10-13,Negociação,75,150226.51,,,
2916,1452,34,WhatsApp,2025-11-25,Fechado ganho,100,46481.66,2025-12-22,27,
2917,1454,34,WhatsApp,2025-09-13,Qualificação,25,24424.26,,,
2918,1455,22,WhatsApp,2026-04-19,Fechado ganho,100,4401.58,2026-05-26,37,
2919,1456,40,Indicação,2026-03-14,Fechado ganho,100,53065.85,2026-03-23,9,
2920,1456,40,Reativação,2026-04-06,Proposta enviada,50,78484.24,,,
2921,1456,40,Indicação,2026-02-19,Negociação,75,44242.37,,,
2922,1457,12,Reativação,2026-01-28,Prospecção,10,89947.46,,,
2923,1457,12,Reativação,2026-05-14,Prospecção,10,12031.49,,,
2924,1458,10,WhatsApp,2025-07-05,Fechado perdido,0,39598.93,2025-07-31,26,Sem contato
2925,1458,10,Feira de beleza,2026-07-11,Proposta enviada,50,56823.45,,,
2926,1458,10,WhatsApp,2026-07-23,Proposta enviada,50,83953.56,,,
2927,1458,10,Indicação,2025-09-22,Fechado perdido,0,66559.71,2025-11-25,64,Prazo de entrega
2928,1459,26,Feira de beleza,2025-02-01,Fechado perdido,0,18528.77,2025-04-02,60,Sem contato
2929,1459,26,Reativação,2026-05-18,Proposta enviada,50,67945.44,,,
2930,1460,20,Indicação,2026-08-19,Negociação,75,19796.84,,,
2931,1461,39,Instagram,2024-10-15,Fechado ganho,100,84287.34,2024-10-26,11,
2932,1461,39,Instagram,2026-05-27,Proposta enviada,50,21244.05,,,
2933,1461,39,Prospecção ativa,2024-12-02,Negociação,75,31254.81,,,
2934,1461,39,WhatsApp,2025-10-13,Proposta enviada,50,86105.80,,,
2935,1461,39,Inbound site,2026-04-01,Fechado ganho,100,88960.00,2026-04-17,16,
2936,1461,39,WhatsApp,2024-10-01,Prospecção,10,12024.39,,,
2937,1462,40,Indicação,2026-08-07,Negociação,75,28336.14,,,
2938,1462,18,Inbound site,2024-12-09,Proposta enviada,50,16892.45,,,
2939,1462,40,WhatsApp,2025-06-01,Fechado ganho,100,40722.65,2025-06-15,14,
2940,1464,7,Feira de beleza,2025-12-13,Proposta enviada,50,24446.90,,,
2941,1465,5,Instagram,2025-03-05,Negociação,75,19992.07,,,
2942,1466,4,Inbound site,2026-08-27,Negociação,75,78071.94,,,
2943,1466,4,Prospecção ativa,2026-06-06,Proposta enviada,50,50947.43,,,
2944,1466,4,Inbound site,2025-06-23,Negociação,75,70493.92,,,
2945,1467,2,Instagram,2025-02-07,Qualificação,25,148735.67,,,
2946,1467,2,Reativação,2025-07-11,Qualificação,25,76418.78,,,
2947,1467,2,Indicação,2025-11-13,Qualificação,25,71689.77,,,
2948,1467,2,WhatsApp,2026-05-03,Fechado perdido,0,97970.00,2026-05-23,20,Fechou com concorrente
2949,1469,17,Feira de beleza,2026-05-20,Fechado ganho,100,12834.32,2026-07-23,64,
2950,1469,17,Feira de beleza,2026-07-04,Qualificação,25,77916.21,,,
2951,1469,17,Indicação,2026-05-02,Fechado ganho,100,26237.02,2026-05-13,11,
2952,1470,40,Instagram,2026-07-10,Negociação,75,83168.55,,,
2953,1470,40,Inbound site,2026-03-30,Fechado ganho,100,65571.75,2026-05-13,44,
2954,1470,40,Indicação,2026-05-14,Fechado ganho,100,49900.53,2026-06-14,31,
2955,1470,40,Instagram,2026-05-09,Proposta enviada,50,17856.11,,,
2956,1471,14,Prospecção ativa,2026-01-22,Fechado perdido,0,95966.08,2026-02-27,36,Prazo de entrega
2957,1472,3,Instagram,2025-07-03,Fechado ganho,100,64350.53,2025-07-20,17,
2958,1472,3,WhatsApp,2024-10-06,Fechado perdido,0,13463.83,2024-12-07,62,Mix de fragrâncias não atende
2959,1473,1,Indicação,2026-06-13,Qualificação,25,55910.02,,,
2960,1473,1,Feira de beleza,2025-06-11,Prospecção,10,79927.13,,,
2961,1474,32,Instagram,2026-07-03,Negociação,75,8396.19,,,
2962,1474,32,Indicação,2025-11-28,Prospecção,10,40343.33,,,
2963,1475,19,Reativação,2025-01-23,Fechado perdido,0,33586.95,2025-02-11,19,Sem contato
2964,1476,8,Inbound site,2026-08-11,Negociação,75,73622.95,,,
2965,1476,8,Instagram,2026-07-03,Fechado ganho,100,30040.05,2026-08-20,48,
2966,1476,8,Reativação,2026-05-15,Prospecção,10,26765.08,,,
2967,1476,8,Reativação,2026-08-01,Negociação,75,68700.43,,,
2968,1476,8,Instagram,2026-08-24,Negociação,75,14013.43,,,
2969,1476,8,Instagram,2026-05-11,Fechado ganho,100,49148.87,2026-05-15,4,
2970,1477,17,WhatsApp,2026-08-25,Negociação,75,34281.34,,,
2971,1477,17,Inbound site,2024-09-13,Fechado perdido,0,50437.23,2024-10-18,35,Sem contato
2972,1477,17,Reativação,2025-08-29,Negociação,75,20342.50,,,
2973,1477,17,Indicação,2025-03-02,Proposta enviada,50,9382.03,,,
2974,1477,17,WhatsApp,2026-05-30,Proposta enviada,50,45232.33,,,
2975,1477,17,Reativação,2024-11-13,Prospecção,10,70382.69,,,
2976,1478,35,Indicação,2026-07-06,Prospecção,10,64007.65,,,
2977,1478,35,Inbound site,2025-07-25,Negociação,75,71663.19,,,
2978,1478,35,Instagram,2026-01-11,Prospecção,10,36507.50,,,
2979,1478,35,Instagram,2025-10-19,Proposta enviada,50,14332.17,,,
2980,1478,35,Indicação,2025-10-02,Proposta enviada,50,74923.44,,,
2981,1478,35,Indicação,2025-01-01,Prospecção,10,74264.58,,,
2982,1480,18,Instagram,2024-11-30,Fechado perdido,0,90997.61,2025-02-10,72,Pediu exclusividade de marca
2983,1480,18,Indicação,2026-03-01,Negociação,75,73664.09,,,
2984,1480,18,Reativação,2025-10-24,Prospecção,10,44190.59,,,
2985,1480,18,Prospecção ativa,2026-06-05,Prospecção,10,80437.05,,,
2986,1481,16,WhatsApp,2026-03-05,Fechado perdido,0,63987.93,2026-04-30,56,Sem verba no momento
2987,1481,16,Indicação,2024-10-18,Fechado ganho,100,72299.67,2024-11-05,18,
2988,1481,16,Feira de beleza,2026-01-09,Fechado perdido,0,7840.10,2026-02-02,24,Mix de fragrâncias não atende
2989,1482,30,Prospecção ativa,2026-02-09,Fechado perdido,0,81187.01,2026-04-11,61,Já compra de outro importador
2990,1482,37,Prospecção ativa,2024-11-25,Qualificação,25,41954.25,,,
2991,1483,38,Indicação,2025-03-23,Fechado perdido,0,38567.51,2025-05-01,39,Preço acima do concorrente
2992,1484,41,Indicação,2026-06-26,Proposta enviada,50,28080.10,,,
2993,1484,41,Prospecção ativa,2026-07-17,Qualificação,25,73181.06,,,
2994,1485,7,Prospecção ativa,2026-08-07,Negociação,75,47055.87,,,
2995,1485,7,Reativação,2026-08-02,Fechado ganho,100,93952.12,2026-08-21,19,
2996,1485,7,Indicação,2026-06-30,Proposta enviada,50,46342.31,,,
2997,1486,22,Feira de beleza,2026-04-24,Prospecção,10,92810.77,,,
2998,1486,22,Feira de beleza,2025-05-31,Proposta enviada,50,70341.34,,,
2999,1486,22,Instagram,2025-06-13,Fechado ganho,100,92533.45,2025-08-04,52,
3000,1486,22,Feira de beleza,2025-05-28,Qualificação,25,26017.78,,,
3001,1487,10,Prospecção ativa,2026-07-11,Negociação,75,64857.21,,,
3002,1487,10,Reativação,2026-04-02,Fechado perdido,0,7729.42,2026-05-29,57,Sem verba no momento
3003,1487,10,Instagram,2025-04-26,Fechado ganho,100,65250.92,2025-06-06,41,
3004,1487,10,Instagram,2025-08-21,Fechado perdido,0,46706.28,2025-10-18,58,Sem contato
3005,1488,31,Reativação,2026-01-24,Qualificação,25,48371.98,,,
3006,1488,31,Indicação,2025-07-29,Fechado ganho,100,143334.25,2025-10-05,68,
3007,1489,20,Feira de beleza,2025-01-15,Qualificação,25,15165.02,,,
3008,1489,20,WhatsApp,2026-04-09,Negociação,75,61526.68,,,
3009,1490,7,Inbound site,2024-11-03,Fechado perdido,0,48903.74,2025-01-11,69,Sem verba no momento
3010,1490,7,Indicação,2026-07-03,Negociação,75,77462.53,,,
3011,1491,7,Prospecção ativa,2026-01-17,Fechado ganho,100,116691.95,2026-04-01,74,
3012,1492,13,Indicação,2025-11-14,Fechado ganho,100,66837.97,2025-11-21,7,
3013,1493,26,Prospecção ativa,2025-01-17,Negociação,75,46710.37,,,
3014,1493,26,Reativação,2025-05-13,Prospecção,10,13563.25,,,
3015,1493,26,Reativação,2025-01-31,Fechado ganho,100,35085.21,2025-04-14,73,
3016,1493,26,Instagram,2025-03-25,Fechado ganho,100,23389.57,2025-04-17,23,
3017,1494,19,Instagram,2026-04-29,Qualificação,25,90626.31,,,
3018,1494,19,Feira de beleza,2026-04-26,Negociação,75,14553.01,,,
3019,1495,37,Prospecção ativa,2025-10-10,Negociação,75,57220.16,,,
3020,1496,21,Feira de beleza,2025-09-12,Fechado ganho,100,52250.27,2025-09-25,13,
3021,1496,21,Prospecção ativa,2025-05-01,Fechado ganho,100,74897.19,2025-07-14,74,
3022,1497,10,Prospecção ativa,2026-08-19,Proposta enviada,50,19501.58,,,
3023,1498,20,Instagram,2024-12-14,Proposta enviada,50,58364.65,,,
3024,1500,21,Feira de beleza,2025-07-15,Proposta enviada,50,73715.86,,,
3025,1501,41,WhatsApp,2025-11-02,Fechado ganho,100,94527.33,2025-11-28,26,
3026,1502,29,Feira de beleza,2026-04-01,Fechado ganho,100,4006.50,2026-04-13,12,
3027,1502,29,Feira de beleza,2026-07-30,Negociação,75,18710.14,,,
3028,1502,29,WhatsApp,2026-03-29,Proposta enviada,50,65896.65,,,
3029,1504,9,Indicação,2026-07-06,Fechado ganho,100,57554.39,2026-08-15,40,
3030,1504,9,Feira de beleza,2026-07-03,Negociação,75,26881.41,,,
3031,1504,9,Feira de beleza,2026-08-15,Qualificação,25,157617.15,,,
3032,1504,9,Indicação,2026-08-09,Negociação,75,162167.39,,,
3033,1505,36,Inbound site,2025-07-29,Fechado ganho,100,63967.07,2025-09-06,39,
3034,1505,36,Instagram,2025-04-26,Fechado ganho,100,25989.65,2025-06-10,45,
3035,1505,36,Feira de beleza,2025-04-11,Fechado perdido,0,18677.36,2025-06-19,69,Sem verba no momento
3036,1505,36,Instagram,2025-06-20,Fechado perdido,0,79184.16,2025-07-15,25,Já compra de outro importador
3037,1506,20,Feira de beleza,2026-08-23,Negociação,75,2970.01,,,
3038,1506,20,WhatsApp,2026-08-16,Qualificação,25,93619.64,,,
3039,1507,31,Reativação,2024-11-15,Fechado ganho,100,12993.42,2025-01-16,62,
3040,1507,31,Feira de beleza,2025-11-21,Negociação,75,50250.45,,,
3041,1507,31,Indicação,2025-11-02,Fechado ganho,100,32438.59,2025-12-04,32,
3042,1507,31,Inbound site,2025-05-16,Negociação,75,30229.43,,,
3043,1508,3,Indicação,2025-10-10,Negociação,75,158715.75,,,
3044,1508,3,Indicação,2025-01-12,Proposta enviada,50,67050.36,,,
3045,1508,3,Inbound site,2024-12-16,Proposta enviada,50,70815.86,,,
3046,1510,38,WhatsApp,2025-12-14,Fechado ganho,100,94612.48,2026-01-17,34,
3047,1510,38,Instagram,2024-12-14,Qualificação,25,51657.78,,,
3048,1511,37,Indicação,2024-10-24,Fechado ganho,100,90730.59,2024-12-10,47,
3049,1511,37,Feira de beleza,2026-05-16,Fechado perdido,0,32454.36,2026-06-11,26,Mix de fragrâncias não atende
3050,1511,37,WhatsApp,2025-03-18,Negociação,75,78349.53,,,
3051,1512,11,Feira de beleza,2024-12-14,Negociação,75,37040.65,,,
3052,1513,32,Inbound site,2026-06-23,Qualificação,25,91611.63,,,
3053,1514,14,Inbound site,2025-05-30,Fechado ganho,100,93985.38,2025-06-06,7,
3054,1514,14,Feira de beleza,2024-12-25,Fechado ganho,100,65211.22,2025-01-19,25,
3055,1514,14,Reativação,2026-08-10,Prospecção,10,81191.84,,,
3056,1515,40,WhatsApp,2025-10-24,Fechado ganho,100,84050.01,2025-12-03,40,
3057,1515,40,WhatsApp,2025-04-20,Prospecção,10,18579.34,,,
3058,1516,36,Prospecção ativa,2026-04-14,Fechado ganho,100,90888.08,2026-04-23,9,
3059,1516,36,Inbound site,2026-08-25,Negociação,75,48394.70,,,
3060,1516,36,Prospecção ativa,2026-08-21,Proposta enviada,50,78175.69,,,
3061,1516,36,Instagram,2026-05-06,Negociação,75,79313.34,,,
3062,1517,34,Reativação,2026-08-05,Proposta enviada,50,54591.94,,,
3063,1519,36,Indicação,2025-02-14,Negociação,75,81575.93,,,
3064,1519,36,Prospecção ativa,2025-05-18,Fechado ganho,100,62722.78,2025-06-25,38,
3065,1519,36,WhatsApp,2026-07-03,Fechado ganho,100,26946.51,2026-07-15,12,
3066,1520,20,Feira de beleza,2025-09-24,Fechado perdido,0,12847.62,2025-12-03,70,Fechou com concorrente
3067,1522,23,Feira de beleza,2025-04-01,Prospecção,10,60097.88,,,
3068,1522,23,Instagram,2024-11-18,Negociação,75,41095.72,,,
3069,1523,2,Feira de beleza,2025-08-01,Proposta enviada,50,7750.60,,,
3070,1523,2,Prospecção ativa,2025-10-22,Fechado ganho,100,89552.22,2026-01-01,71,
3071,1523,2,Feira de beleza,2025-10-28,Negociação,75,59342.47,,,
3072,1523,2,Reativação,2025-02-25,Prospecção,10,21085.11,,,
3073,1524,8,Inbound site,2025-10-13,Negociação,75,84574.25,,,
3074,1524,8,Feira de beleza,2025-09-07,Proposta enviada,50,67034.38,,,
3075,1524,8,Instagram,2026-05-07,Negociação,75,19061.17,,,
3076,1525,15,Inbound site,2026-06-05,Prospecção,10,37204.45,,,
3077,1526,22,Indicação,2026-08-02,Qualificação,25,14262.52,,,
3078,1527,5,Reativação,2026-05-15,Proposta enviada,50,34652.07,,,
3079,1527,5,Prospecção ativa,2024-10-17,Negociação,75,65795.51,,,
3080,1528,9,Prospecção ativa,2026-05-30,Qualificação,25,143797.85,,,
3081,1528,9,Inbound site,2026-01-20,Qualificação,25,19974.41,,,
3082,1528,13,Feira de beleza,2025-07-12,Prospecção,10,81684.60,,,
3083,1528,13,Prospecção ativa,2025-02-20,Prospecção,10,51465.35,,,
3084,1531,31,Instagram,2026-06-20,Fechado ganho,100,24006.18,2026-07-21,31,
3085,1532,5,Instagram,2025-11-27,Negociação,75,44068.97,,,
3086,1533,16,Indicação,2025-12-21,Prospecção,10,51966.68,,,
3087,1533,16,Reativação,2026-02-05,Qualificação,25,110080.12,,,
3088,1533,16,Feira de beleza,2025-09-23,Fechado ganho,100,61053.27,2025-10-10,17,
3089,1533,16,Feira de beleza,2026-07-26,Negociação,75,152264.21,,,
3090,1533,16,Feira de beleza,2025-10-30,Negociação,75,158636.06,,,
3091,1533,16,Feira de beleza,2026-07-29,Fechado ganho,100,95571.81,2026-08-10,12,
3092,1534,5,WhatsApp,2026-08-19,Negociação,75,86663.34,,,
3093,1534,5,Inbound site,2025-07-21,Fechado ganho,100,51893.67,2025-10-02,73,
3094,1534,5,Reativação,2025-07-26,Fechado ganho,100,23003.65,2025-09-08,44,
3095,1534,5,Reativação,2025-09-02,Fechado ganho,100,9581.67,2025-11-13,72,
3096,1537,6,Indicação,2025-03-02,Negociação,75,39301.78,,,
3097,1537,6,Reativação,2025-10-04,Fechado ganho,100,84988.56,2025-10-15,11,
3098,1537,6,Indicação,2025-03-27,Proposta enviada,50,30150.64,,,
3099,1538,29,WhatsApp,2026-01-21,Prospecção,10,46708.77,,,
3100,1538,29,Reativação,2026-02-15,Negociação,75,50146.39,,,
3101,1538,29,Instagram,2025-08-10,Fechado ganho,100,28453.85,2025-09-21,42,
3102,1538,29,WhatsApp,2026-07-21,Proposta enviada,50,43713.80,,,
3103,1538,29,Indicação,2025-11-15,Qualificação,25,45895.62,,,
3104,1538,29,Inbound site,2026-01-23,Prospecção,10,70968.59,,,
3105,1541,24,Feira de beleza,2025-12-31,Fechado ganho,100,32147.59,2026-02-10,41,
3106,1541,24,Indicação,2024-09-23,Proposta enviada,50,81306.74,,,
3107,1541,24,Prospecção ativa,2026-04-06,Proposta enviada,50,44991.02,,,
3108,1541,24,Inbound site,2024-09-24,Fechado perdido,0,92954.51,2024-11-28,65,Mix de fragrâncias não atende
3109,1543,28,Feira de beleza,2025-07-28,Negociação,75,48234.24,,,
3110,1543,28,Prospecção ativa,2026-01-27,Fechado ganho,100,77176.56,2026-02-21,25,
3111,1544,1,WhatsApp,2026-03-20,Fechado ganho,100,51981.54,2026-04-26,37,
3112,1544,1,Reativação,2025-07-05,Qualificação,25,144743.69,,,
3113,1544,1,WhatsApp,2024-10-08,Fechado perdido,0,51926.72,2024-11-24,47,Sem verba no momento
3114,1545,37,Inbound site,2026-05-31,Fechado ganho,100,14127.74,2026-07-10,40,
3115,1546,17,Reativação,2025-10-21,Prospecção,10,92117.92,,,
3116,1546,17,WhatsApp,2025-08-10,Fechado perdido,0,86245.34,2025-09-01,22,Sem contato
3117,1548,8,Feira de beleza,2026-06-01,Fechado ganho,100,91901.92,2026-06-27,26,
3118,1548,8,Indicação,2026-01-27,Negociação,75,140360.29,,,
3119,1548,8,Reativação,2026-04-21,Prospecção,10,89725.92,,,
3120,1549,32,WhatsApp,2025-03-23,Qualificação,25,4644.14,,,
3121,1549,32,Indicação,2026-04-07,Proposta enviada,50,87372.12,,,
3122,1550,22,Inbound site,2026-08-25,Negociação,75,42771.37,,,
3123,1550,22,Reativação,2026-07-31,Proposta enviada,50,67621.92,,,
3124,1550,22,Feira de beleza,2026-05-14,Fechado ganho,100,88303.96,2026-07-28,75,
3125,1550,22,Instagram,2026-06-16,Negociação,75,41936.81,,,
3126,1551,23,Reativação,2026-05-22,Negociação,75,14144.11,,,
3127,1551,23,Inbound site,2024-09-18,Fechado perdido,0,80294.48,2024-10-30,42,Sem contato
3128,1551,23,Feira de beleza,2026-07-30,Proposta enviada,50,52821.72,,,
3129,1551,23,Reativação,2024-11-01,Prospecção,10,41753.59,,,
3130,1551,23,Reativação,2025-04-29,Fechado ganho,100,70052.40,2025-05-03,4,
3131,1551,23,Prospecção ativa,2025-05-25,Qualificação,25,35071.72,,,
3132,1552,35,Prospecção ativa,2024-10-23,Negociação,75,52988.66,,,
3133,1552,35,Indicação,2025-11-13,Negociação,75,11207.31,,,
3134,1553,26,Instagram,2024-11-28,Qualificação,25,9310.28,,,
3135,1553,3,Inbound site,2026-06-01,Negociação,75,48991.48,,,
3136,1553,3,Indicação,2026-03-02,Fechado perdido,0,23263.87,2026-04-20,49,Preço acima do concorrente
3137,1553,3,Inbound site,2026-06-14,Fechado perdido,0,57562.71,2026-08-27,74,Mix de fragrâncias não atende
3138,1554,34,Instagram,2025-06-03,Fechado ganho,100,60554.28,2025-08-12,70,
3139,1554,34,Indicação,2026-08-18,Negociação,75,35863.88,,,
3140,1554,34,Prospecção ativa,2025-01-21,Fechado perdido,0,64713.25,2025-03-22,60,Já compra de outro importador
3141,1554,34,Feira de beleza,2026-03-25,Negociação,75,44680.56,,,
3142,1554,34,WhatsApp,2026-04-14,Prospecção,10,84649.87,,,
3143,1554,34,Prospecção ativa,2026-02-28,Prospecção,10,17066.18,,,
3144,1556,13,Instagram,2026-04-24,Qualificação,25,77057.92,,,
3145,1556,13,Indicação,2025-06-21,Proposta enviada,50,5083.40,,,
3146,1556,13,Inbound site,2026-06-10,Qualificação,25,27868.22,,,
3147,1557,23,Feira de beleza,2025-04-29,Fechado perdido,0,12778.47,2025-05-05,6,Pediu exclusividade de marca
3148,1558,30,Reativação,2026-04-03,Fechado ganho,100,21214.84,2026-06-12,70,
3149,1558,6,Reativação,2025-01-26,Fechado ganho,100,24940.44,2025-02-24,29,
3150,1558,6,Reativação,2024-10-06,Fechado ganho,100,41249.44,2024-10-18,12,
3151,1559,35,Instagram,2024-12-28,Prospecção,10,91558.09,,,
3152,1560,4,Reativação,2026-04-28,Negociação,75,84615.19,,,
3153,1560,4,Reativação,2024-09-24,Fechado ganho,100,43277.25,2024-11-22,59,
3154,1561,6,Indicação,2026-08-11,Negociação,75,28842.86,,,
3155,1561,30,Instagram,2025-01-29,Proposta enviada,50,44679.89,,,
3156,1561,6,Feira de beleza,2025-10-13,Fechado ganho,100,91422.41,2025-11-24,42,
3157,1561,6,Prospecção ativa,2025-02-25,Prospecção,10,43445.79,,,
3158,1562,38,Prospecção ativa,2026-06-07,Fechado ganho,100,30754.89,2026-08-04,58,
3159,1563,9,WhatsApp,2026-06-21,Fechado perdido,0,39057.60,2026-08-28,68,Pediu exclusividade de marca
3160,1563,9,Inbound site,2026-03-24,Fechado ganho,100,52996.34,2026-04-06,13,
3161,1564,13,Feira de beleza,2025-04-09,Proposta enviada,50,23017.67,,,
3162,1564,13,Inbound site,2025-07-04,Qualificação,25,73713.58,,,
3163,1564,13,Reativação,2026-01-04,Fechado ganho,100,90381.17,2026-02-06,33,
3164,1564,13,Instagram,2026-05-06,Prospecção,10,54367.85,,,
3165,1564,13,Feira de beleza,2025-01-25,Fechado ganho,100,36788.48,2025-04-04,69,
3166,1564,13,Reativação,2025-04-16,Proposta enviada,50,2530.27,,,
3167,1565,27,Prospecção ativa,2026-02-09,Prospecção,10,76948.59,,,
3168,1565,27,Prospecção ativa,2025-03-14,Proposta enviada,50,22089.32,,,
3169,1566,28,Instagram,2025-01-10,Negociação,75,44736.17,,,
3170,1566,28,Inbound site,2025-07-23,Fechado ganho,100,8117.19,2025-08-13,21,
3171,1567,1,Prospecção ativa,2026-03-28,Fechado perdido,0,79804.89,2026-04-12,15,Prazo de entrega
3172,1567,1,Reativação,2025-07-24,Fechado ganho,100,9381.86,2025-09-27,65,
3173,1567,1,WhatsApp,2025-07-07,Fechado ganho,100,37767.71,2025-08-11,35,
3174,1568,10,Inbound site,2026-07-27,Fechado ganho,100,46051.52,2026-08-01,5,
3175,1570,36,Indicação,2026-05-25,Fechado ganho,100,43478.77,2026-05-31,6,
3176,1570,36,Instagram,2026-06-28,Fechado perdido,0,39279.86,2026-08-08,41,Já compra de outro importador
3177,1570,36,Instagram,2026-06-26,Fechado perdido,0,94368.31,2026-08-13,48,Pediu exclusividade de marca
3178,1571,18,Inbound site,2026-01-09,Fechado perdido,0,52399.45,2026-03-02,52,Sem contato
3179,1571,18,Instagram,2025-01-24,Negociação,75,5743.44,,,
3180,1571,18,Reativação,2024-10-31,Qualificação,25,43398.72,,,
3181,1571,18,Feira de beleza,2025-04-04,Fechado perdido,0,78947.53,2025-04-10,6,Pediu exclusividade de marca
3182,1571,18,Feira de beleza,2026-03-21,Fechado perdido,0,57227.18,2026-05-19,59,Mix de fragrâncias não atende
3183,1571,18,Prospecção ativa,2025-09-28,Proposta enviada,50,49629.64,,,
3184,1572,22,Reativação,2025-06-28,Fechado ganho,100,65083.01,2025-07-29,31,
3185,1573,4,Feira de beleza,2024-10-15,Fechado ganho,100,9759.49,2024-12-19,65,
3186,1573,4,Inbound site,2026-06-16,Prospecção,10,83162.26,,,
3187,1573,4,WhatsApp,2026-07-01,Qualificação,25,89975.32,,,
3188,1574,41,WhatsApp,2025-01-16,Fechado ganho,100,9966.33,2025-02-23,38,
3189,1575,21,Feira de beleza,2025-04-23,Fechado perdido,0,52441.85,2025-05-02,9,Já compra de outro importador
3190,1576,38,Prospecção ativa,2024-11-03,Proposta enviada,50,11889.02,,,
3191,1576,38,WhatsApp,2024-09-14,Fechado perdido,0,26684.30,2024-10-17,33,Pediu exclusividade de marca
3192,1577,7,Prospecção ativa,2025-05-14,Fechado ganho,100,3388.57,2025-06-27,44,
3193,1578,18,Reativação,2024-11-14,Proposta enviada,50,39528.17,,,
3194,1578,18,Instagram,2025-01-25,Fechado perdido,0,41989.14,2025-01-30,5,Preço acima do concorrente
3195,1578,18,Indicação,2025-04-15,Prospecção,10,43125.79,,,
3196,1579,41,Indicação,2026-01-30,Proposta enviada,50,86980.65,,,
