visita_id,cliente_id,vendedor_id,data_visita,resultado,duracao_min
17868,1428,15,2025-01-13,Pedido realizado,51
17869,1428,15,2025-03-06,Reagendada,30
17870,1428,15,2025-04-07,Sem pedido,11
17871,1428,15,2025-05-16,Pedido realizado,51
17872,1428,15,2025-07-02,Pedido realizado,58
17873,1428,15,2025-07-18,Pedido realizado,77
17874,1428,15,2025-08-14,Sem pedido,59
17875,1428,15,2025-10-01,Sem pedido,90
17876,1428,15,2025-11-25,Sem pedido,45
17877,1428,15,2025-12-23,Cliente ausente,71
17878,1428,15,2026-01-27,Sem pedido,71
17879,1428,15,2026-03-04,Cliente ausente,26
17880,1428,15,2026-03-27,Sem pedido,85
17881,1428,15,2026-04-16,Cliente ausente,64
17882,1428,15,2026-07-10,Pedido realizado,77
17883,1428,15,2026-07-27,Sem pedido,81
17884,1429,12,2024-10-25,Sem pedido,25
17885,1429,12,2025-01-10,Sem pedido,10
17886,1429,12,2025-03-05,Apenas relacionamento,57
17887,1429,12,2025-03-28,Pedido realizado,47
17888,1429,12,2025-05-27,Pedido realizado,74
17889,1429,12,2025-06-18,Sem pedido,44
17890,1429,12,2025-08-06,Sem pedido,52
17891,1429,12,2025-09-30,Cliente ausente,67
17892,1429,12,2025-10-17,Sem pedido,58
17893,1429,12,2025-11-21,Pedido realizado,82
17894,1429,12,2025-12-31,Pedido realizado,28
17895,1429,12,2026-01-16,Cliente ausente,32
17896,1429,12,2026-02-18,Pedido realizado,44
17897,1429,12,2026-05-26,Sem pedido,38
17898,1429,12,2026-07-07,Cliente ausente,88
17899,1430,4,2024-10-09,Pedido realizado,90
17900,1430,4,2024-12-02,Sem pedido,57
17901,1430,14,2025-01-03,Apenas relacionamento,34
17902,1430,14,2025-02-21,Pedido realizado,45
17903,1430,14,2025-03-24,Pedido realizado,23
17904,1430,14,2025-06-13,Cliente ausente,44
17905,1430,14,2025-07-10,Pedido realizado,24
17906,1430,14,2025-07-29,Pedido realizado,83
17907,1430,14,2025-09-24,Reagendada,29
17908,1430,14,2025-10-17,Sem pedido,56
17909,1430,14,2025-12-08,Pedido realizado,47
17910,1430,14,2026-02-11,Pedido realizado,21
17911,1430,14,2026-03-24,Pedido realizado,48
17912,1430,14,2026-04-15,Sem pedido,79
17913,1430,14,2026-07-13,Cliente ausente,37
17914,1430,14,2026-07-30,Pedido realizado,22
17915,1431,38,2024-10-01,Cliente ausente,14
17916,1431,38,2024-10-31,Sem pedido,33
17917,1431,38,2024-12-20,Sem pedido,44
17918,1431,8,2025-02-04,Pedido realizado,39
17919,1431,8,2025-03-28,Apenas relacionamento,82
17920,1431,8,2025-05-15,Pedido realizado,31
17921,1431,8,2025-06-05,Pedido realizado,36
17922,1431,8,2025-07-18,Pedido realizado,50
17923,1431,8,2025-08-22,Sem pedido,72
17924,1431,8,2025-09-29,Pedido realizado,62
17925,1431,8,2025-12-19,Pedido realizado,77
17926,1431,8,2026-02-10,Pedido realizado,78
17927,1431,8,2026-04-13,Pedido realizado,67
17928,1431,8,2026-07-24,Pedido realizado,34
17929,1431,8,2026-08-12,Cliente ausente,90
17930,1431,8,2026-08-28,Sem pedido,21
17931,1432,4,2024-09-19,Pedido realizado,28
17932,1432,4,2024-10-31,Pedido realizado,53
17933,1432,4,2025-01-31,Reagendada,69
17934,1432,4,2025-04-17,Pedido realizado,44
17935,1432,4,2025-09-15,Pedido realizado,53
17936,1432,4,2025-10-29,Pedido realizado,69
17937,1432,4,2025-12-08,Apenas relacionamento,77
17938,1432,4,2026-01-07,Pedido realizado,78
17939,1432,4,2026-02-18,Pedido realizado,12
17940,1432,4,2026-05-04,Cliente ausente,40
17941,1432,4,2026-05-29,Pedido realizado,30
17942,1432,4,2026-07-13,Apenas relacionamento,31
17943,1432,4,2026-07-30,Reagendada,46
17944,1433,4,2024-11-12,Pedido realizado,46
17945,1433,4,2024-12-20,Pedido realizado,73
17946,1433,4,2025-01-20,Pedido realizado,55
17947,1433,4,2025-02-10,Sem pedido,54
17948,1433,4,2025-05-14,Sem pedido,39
17949,1433,4,2025-06-13,Sem pedido,77
17950,1433,4,2025-09-08,Pedido realizado,27
17951,1433,4,2025-11-10,Reagendada,62
17952,1433,4,2025-12-08,Pedido realizado,44
17953,1433,4,2026-01-08,Sem pedido,88
17954,1433,4,2026-03-04,Pedido realizado,65
17955,1433,4,2026-04-15,Pedido realizado,68
17956,1433,4,2026-05-27,Apenas relacionamento,51
17957,1433,4,2026-07-28,Sem pedido,68
17958,1434,12,2025-08-28,Pedido realizado,90
17959,1434,12,2025-09-25,Apenas relacionamento,14
17960,1434,12,2025-12-01,Pedido realizado,15
17961,1434,12,2026-01-22,Pedido realizado,28
17962,1434,12,2026-03-10,Sem pedido,47
17963,1434,12,2026-04-09,Reagendada,43
17964,1434,12,2026-05-18,Reagendada,79
17965,1434,12,2026-06-19,Pedido realizado,55
17966,1434,12,2026-08-12,Sem pedido,13
17967,1435,13,2025-01-08,Pedido realizado,86
17968,1435,13,2025-01-27,Sem pedido,73
17969,1435,13,2025-03-05,Sem pedido,51
17970,1435,13,2025-04-17,Sem pedido,78
17971,1435,13,2025-05-21,Pedido realizado,52
17972,1435,13,2025-06-09,Pedido realizado,48
17973,1435,13,2025-07-08,Apenas relacionamento,46
17974,1435,13,2025-07-31,Pedido realizado,68
17975,1435,13,2025-10-02,Pedido realizado,24
17976,1435,13,2025-11-05,Apenas relacionamento,50
17977,1435,13,2025-12-03,Pedido realizado,43
17978,1435,13,2025-12-23,Sem pedido,55
17979,1435,13,2026-02-10,Cliente ausente,22
17980,1435,13,2026-03-24,Sem pedido,29
17981,1435,13,2026-05-04,Pedido realizado,60
17982,1435,13,2026-06-22,Pedido realizado,61
17983,1435,13,2026-07-29,Sem pedido,37
17984,1436,35,2025-02-10,Cliente ausente,58
17985,1436,35,2025-02-28,Sem pedido,62
17986,1436,35,2025-04-29,Pedido realizado,49
17987,1436,35,2025-05-28,Apenas relacionamento,90
17988,1436,35,2025-07-01,Pedido realizado,78
17989,1436,35,2025-08-25,Pedido realizado,30
17990,1436,35,2025-12-11,Sem pedido,46
17991,1436,35,2026-02-02,Sem pedido,23
17992,1436,35,2026-05-26,Sem pedido,71
17993,1436,35,2026-07-15,Pedido realizado,12
17994,1436,35,2026-08-20,Sem pedido,84
17995,1437,34,2025-08-05,Pedido realizado,20
17996,1437,34,2025-09-22,Pedido realizado,72
17997,1437,34,2025-11-07,Sem pedido,75
17998,1437,34,2025-12-29,Pedido realizado,84
17999,1437,34,2026-02-19,Pedido realizado,23
18000,1437,34,2026-03-09,Sem pedido,55
18001,1437,34,2026-06-24,Apenas relacionamento,75
18002,1438,7,2024-10-14,Cliente ausente,26
18003,1438,7,2024-10-30,Pedido realizado,47
18004,1438,7,2024-12-02,Pedido realizado,22
18005,1438,7,2025-01-10,Pedido realizado,75
18006,1438,7,2025-03-06,Reagendada,73
18007,1438,7,2025-06-30,Sem pedido,42
18008,1438,7,2025-08-06,Sem pedido,46
18009,1438,7,2025-08-22,Sem pedido,76
18010,1438,7,2025-09-15,Pedido realizado,21
18011,1438,7,2025-12-11,Pedido realizado,33
18012,1438,7,2026-01-14,Pedido realizado,71
18013,1438,7,2026-02-11,Cliente ausente,14
18014,1438,7,2026-03-17,Pedido realizado,22
18015,1438,7,2026-06-30,Pedido realizado,26
18016,1439,19,2024-10-22,Pedido realizado,85
18017,1439,19,2024-12-05,Pedido realizado,88
18018,1439,19,2025-01-08,Pedido realizado,75
18019,1439,19,2025-02-24,Sem pedido,90
18020,1439,19,2025-03-12,Apenas relacionamento,14
18021,1439,19,2025-04-29,Sem pedido,47
18022,1439,19,2025-07-22,Reagendada,29
18023,1439,19,2025-08-25,Pedido realizado,63
18024,1439,19,2025-10-10,Reagendada,48
18025,1439,19,2025-11-10,Sem pedido,32
18026,1439,19,2026-02-23,Cliente ausente,38
18027,1439,38,2026-04-14,Cliente ausente,80
18028,1439,38,2026-05-01,Sem pedido,36
18029,1439,38,2026-07-31,Cliente ausente,18
18030,1440,11,2024-09-18,Pedido realizado,56
18031,1440,11,2024-11-08,Pedido realizado,27
18032,1440,11,2024-12-26,Pedido realizado,13
18033,1440,11,2025-02-05,Cliente ausente,77
18034,1440,11,2025-02-26,Sem pedido,12
18035,1440,11,2025-04-07,Pedido realizado,26
18036,1440,11,2025-04-30,Sem pedido,59
18037,1440,11,2025-08-15,Pedido realizado,62
18038,1440,11,2025-09-09,Sem pedido,74
18039,1440,11,2025-10-23,Pedido realizado,33
18040,1440,11,2025-12-10,Pedido realizado,47
18041,1440,11,2026-01-12,Sem pedido,64
18042,1440,11,2026-02-25,Cliente ausente,11
18043,1440,11,2026-03-30,Cliente ausente,85
18044,1440,11,2026-05-07,Pedido realizado,84
18045,1440,11,2026-06-08,Pedido realizado,45
18046,1440,11,2026-06-30,Pedido realizado,90
18047,1440,11,2026-07-28,Pedido realizado,41
18048,1441,19,2024-10-08,Sem pedido,64
18049,1441,19,2024-10-31,Cliente ausente,80
18050,1441,19,2024-12-04,Pedido realizado,17
18051,1441,19,2024-12-31,Cliente ausente,70
18052,1441,19,2025-01-29,Sem pedido,35
18053,1441,19,2025-03-13,Sem pedido,44
18054,1441,19,2025-04-29,Pedido realizado,78
18055,1441,19,2025-06-11,Pedido realizado,19
18056,1441,19,2025-08-19,Pedido realizado,23
18057,1441,19,2025-11-13,Cliente ausente,50
18058,1441,19,2025-12-25,Cliente ausente,33
18059,1441,19,2026-01-12,Pedido realizado,60
18060,1441,19,2026-02-12,Pedido realizado,33
18061,1441,19,2026-04-27,Reagendada,62
18062,1441,19,2026-06-19,Pedido realizado,30
18063,1441,19,2026-08-19,Cliente ausente,37
18064,1442,6,2024-09-17,Apenas relacionamento,52
18065,1442,6,2024-11-04,Cliente ausente,30
18066,1442,6,2024-12-11,Pedido realizado,42
18067,1442,6,2024-12-30,Pedido realizado,55
18068,1442,6,2025-01-15,Pedido realizado,48
18069,1442,6,2025-02-05,Pedido realizado,58
18070,1442,6,2025-03-05,Sem pedido,20
18071,1442,6,2025-04-01,Pedido realizado,37
18072,1442,6,2025-04-17,Pedido realizado,83
18073,1442,6,2025-07-21,Pedido realizado,88
18074,1442,6,2025-08-26,Cliente ausente,81
18075,1442,6,2025-11-18,Pedido realizado,86
18076,1442,6,2026-02-09,Cliente ausente,70
18077,1442,6,2026-03-13,Apenas relacionamento,46
18078,1442,6,2026-04-27,Reagendada,48
18079,1442,6,2026-05-29,Reagendada,80
18080,1442,6,2026-07-09,Pedido realizado,82
18081,1443,26,2025-07-08,Cliente ausente,43
18082,1443,26,2025-08-27,Cliente ausente,75
18083,1443,26,2025-10-07,Pedido realizado,61
18084,1443,26,2025-10-24,Pedido realizado,21
18085,1443,9,2025-12-15,Sem pedido,38
18086,1443,9,2026-02-11,Pedido realizado,39
18087,1443,9,2026-03-12,Pedido realizado,79
18088,1443,9,2026-04-22,Pedido realizado,22
18089,1443,9,2026-06-04,Pedido realizado,33
18090,1443,9,2026-07-29,Pedido realizado,10
18091,1444,39,2024-10-14,Pedido realizado,76
18092,1444,39,2024-11-01,Reagendada,80
18093,1444,39,2024-12-10,Apenas relacionamento,65
18094,1444,39,2025-03-27,Pedido realizado,66
18095,1444,39,2025-05-20,Cliente ausente,73
18096,1444,39,2025-06-25,Sem pedido,17
18097,1444,39,2025-10-01,Pedido realizado,23
18098,1444,39,2025-11-24,Pedido realizado,70
18099,1444,39,2026-03-25,Sem pedido,21
18100,1444,39,2026-04-23,Cliente ausente,54
18101,1444,39,2026-05-11,Pedido realizado,74
18102,1444,39,2026-06-26,Sem pedido,64
18103,1445,24,2024-10-23,Apenas relacionamento,12
18104,1445,24,2024-11-21,Cliente ausente,77
18105,1445,24,2025-01-06,Reagendada,30
18106,1445,24,2025-03-19,Pedido realizado,56
18107,1445,24,2025-04-24,Sem pedido,37
18108,1445,24,2025-05-27,Reagendada,17
18109,1445,24,2025-07-17,Sem pedido,34
18110,1445,24,2025-09-03,Pedido realizado,34
18111,1445,24,2025-09-24,Pedido realizado,81
18112,1445,24,2025-10-23,Sem pedido,67
18113,1445,24,2025-11-19,Pedido realizado,89
18114,1445,24,2026-01-13,Pedido realizado,56
18115,1445,24,2026-03-02,Sem pedido,71
18116,1445,24,2026-04-21,Sem pedido,35
18117,1445,24,2026-05-12,Pedido realizado,34
18118,1445,24,2026-06-12,Pedido realizado,89
18119,1445,24,2026-07-31,Sem pedido,11
18120,1445,24,2026-08-27,Pedido realizado,54
18121,1446,15,2026-07-22,Pedido realizado,29
18122,1446,15,2026-08-24,Pedido realizado,28
18123,1447,4,2025-05-30,Reagendada,86
18124,1447,4,2025-06-26,Apenas relacionamento,30
18125,1447,4,2025-07-23,Cliente ausente,58
18126,1447,4,2025-11-14,Pedido realizado,84
18127,1447,4,2025-12-10,Reagendada,39
18128,1447,4,2026-01-27,Pedido realizado,25
18129,1447,4,2026-03-03,Sem pedido,22
18130,1447,4,2026-06-01,Sem pedido,20
18131,1447,4,2026-08-26,Sem pedido,24
18132,1448,38,2024-10-09,Sem pedido,73
18133,1448,38,2025-01-07,Reagendada,82
18134,1448,38,2025-02-13,Pedido realizado,69
18135,1448,38,2025-04-25,Sem pedido,46
18136,1448,38,2025-06-03,Apenas relacionamento,36
18137,1448,38,2025-08-20,Pedido realizado,83
18138,1448,11,2025-09-17,Cliente ausente,17
18139,1448,11,2025-11-03,Sem pedido,16
18140,1448,11,2026-01-23,Sem pedido,83
18141,1448,11,2026-03-30,Pedido realizado,25
18142,1448,11,2026-06-08,Sem pedido,88
18143,1448,11,2026-07-23,Sem pedido,39
18144,1449,12,2024-10-23,Pedido realizado,61
18145,1449,12,2024-11-29,Pedido realizado,42
18146,1449,12,2025-01-13,Apenas relacionamento,13
18147,1449,12,2025-02-17,Reagendada,14
18148,1449,12,2025-03-13,Pedido realizado,84
18149,1449,12,2025-04-30,Sem pedido,87
18150,1449,12,2025-06-02,Pedido realizado,55
18151,1449,12,2025-08-12,Pedido realizado,47
18152,1449,12,2025-09-17,Pedido realizado,88
18153,1449,12,2025-10-06,Pedido realizado,77
18154,1449,12,2025-11-18,Pedido realizado,77
18155,1449,12,2025-12-15,Reagendada,66
18156,1449,12,2026-01-14,Pedido realizado,73
18157,1449,12,2026-02-27,Reagendada,16
18158,1449,12,2026-03-16,Cliente ausente,57
18159,1449,12,2026-04-22,Cliente ausente,43
18160,1449,12,2026-06-01,Sem pedido,81
18161,1449,12,2026-07-09,Sem pedido,66
18162,1449,12,2026-08-19,Pedido realizado,66
18163,1450,4,2024-10-17,Pedido realizado,53
18164,1450,4,2025-01-29,Pedido realizado,40
18165,1450,4,2025-02-27,Pedido realizado,29
18166,1450,4,2025-05-12,Reagendada,84
18167,1450,4,2025-05-29,Apenas relacionamento,87
18168,1450,4,2025-06-20,Sem pedido,15
18169,1450,4,2025-08-15,Pedido realizado,70
18170,1450,4,2025-09-09,Pedido realizado,49
18171,1450,4,2025-09-25,Pedido realizado,18
18172,1450,4,2025-11-10,Sem pedido,78
18173,1450,4,2025-12-30,Pedido realizado,17
18174,1450,4,2026-02-10,Reagendada,44
18175,1450,4,2026-03-09,Sem pedido,75
18176,1450,4,2026-06-19,Pedido realizado,34
18177,1450,4,2026-08-06,Pedido realizado,71
18178,1451,13,2024-09-20,Pedido realizado,56
18179,1451,13,2024-11-14,Pedido realizado,34
18180,1451,13,2025-01-29,Pedido realizado,62
18181,1451,13,2025-03-19,Sem pedido,15
18182,1451,13,2025-05-01,Pedido realizado,71
18183,1451,13,2025-06-16,Apenas relacionamento,23
18184,1451,13,2025-07-24,Sem pedido,55
18185,1451,13,2025-08-18,Pedido realizado,47
18186,1451,13,2025-09-30,Cliente ausente,17
18187,1451,13,2025-12-04,Cliente ausente,25
18188,1451,13,2026-03-05,Apenas relacionamento,14
18189,1451,13,2026-04-10,Sem pedido,67
18190,1451,13,2026-04-28,Sem pedido,56
18191,1451,13,2026-05-14,Sem pedido,24
18192,1452,34,2024-10-31,Reagendada,53
18193,1452,34,2024-11-21,Sem pedido,76
18194,1452,34,2024-12-18,Reagendada,43
18195,1452,34,2025-01-27,Pedido realizado,80
18196,1452,34,2025-04-16,Pedido realizado,90
18197,1452,34,2025-06-10,Pedido realizado,68
18198,1452,34,2025-09-30,Pedido realizado,49
18199,1452,34,2025-11-24,Pedido realizado,40
18200,1452,34,2026-02-03,Sem pedido,13
18201,1452,34,2026-03-13,Pedido realizado,33
18202,1452,34,2026-04-02,Apenas relacionamento,75
18203,1452,34,2026-05-05,Pedido realizado,60
18204,1452,34,2026-06-11,Sem pedido,36
18205,1453,5,2024-11-22,Sem pedido,25
18206,1453,5,2025-01-08,Pedido realizado,45
18207,1453,5,2025-06-26,Reagendada,21
18208,1453,5,2025-08-14,Cliente ausente,48
18209,1453,5,2025-09-29,Reagendada,16
18210,1453,5,2025-11-03,Pedido realizado,90
18211,1453,5,2025-12-18,Pedido realizado,90
18212,1453,5,2026-01-08,Pedido realizado,13
18213,1453,5,2026-02-04,Sem pedido,45
18214,1453,5,2026-03-06,Pedido realizado,84
18215,1453,5,2026-04-14,Pedido realizado,81
18216,1453,5,2026-05-27,Cliente ausente,27
18217,1453,5,2026-07-31,Pedido realizado,71
18218,1453,5,2026-08-25,Pedido realizado,51
18219,1454,34,2024-09-27,Reagendada,20
18220,1454,34,2024-12-02,Sem pedido,68
18221,1454,34,2024-12-25,Pedido realizado,19
18222,1454,34,2025-01-13,Sem pedido,26
18223,1454,34,2025-02-27,Pedido realizado,22
18224,1454,34,2025-04-10,Pedido realizado,39
18225,1454,34,2025-05-21,Pedido realizado,33
18226,1454,34,2025-07-30,Pedido realizado,31
18227,1454,34,2025-11-06,Pedido realizado,57
18228,1454,34,2025-12-29,Sem pedido,10
18229,1454,34,2026-04-01,Reagendada,21
18230,1454,34,2026-05-11,Pedido realizado,51
18231,1454,34,2026-05-28,Sem pedido,33
18232,1455,22,2024-10-01,Cliente ausente,42
18233,1455,22,2025-01-09,Pedido realizado,70
18234,1455,22,2025-02-25,Sem pedido,87
18235,1455,22,2025-03-26,Pedido realizado,71
18236,1455,22,2025-07-01,Pedido realizado,19
18237,1455,22,2025-09-29,Pedido realizado,26
18238,1455,22,2025-11-07,Cliente ausente,59
18239,1455,22,2026-02-06,Pedido realizado,72
18240,1455,22,2026-02-24,Pedido realizado,40
18241,1455,22,2026-04-09,Pedido realizado,38
18242,1455,22,2026-06-03,Apenas relacionamento,35
18243,1455,22,2026-06-22,Pedido realizado,59
18244,1456,40,2026-03-27,Pedido realizado,68
18245,1456,40,2026-05-04,Sem pedido,45
18246,1456,40,2026-07-13,Pedido realizado,12
18247,1456,40,2026-07-29,Pedido realizado,84
18248,1457,12,2026-03-13,Pedido realizado,57
18249,1457,12,2026-04-10,Sem pedido,31
18250,1457,12,2026-08-14,Sem pedido,28
18251,1458,10,2025-07-30,Cliente ausente,47
18252,1458,10,2025-09-11,Pedido realizado,54
18253,1458,10,2025-11-04,Sem pedido,62
18254,1458,10,2025-12-05,Pedido realizado,74
18255,1458,10,2026-01-13,Pedido realizado,42
18256,1458,10,2026-02-26,Reagendada,33
18257,1458,10,2026-03-16,Pedido realizado,11
18258,1458,10,2026-08-19,Pedido realizado,79
18259,1459,26,2024-10-04,Pedido realizado,69
18260,1459,26,2024-12-26,Pedido realizado,10
18261,1459,26,2025-02-11,Sem pedido,78
18262,1459,26,2025-04-01,Apenas relacionamento,89
18263,1459,26,2025-05-26,Sem pedido,25
18264,1459,26,2025-06-18,Sem pedido,63
18265,1459,26,2025-08-04,Pedido realizado,35
18266,1459,26,2025-10-17,Cliente ausente,25
18267,1459,26,2026-01-14,Pedido realizado,60
18268,1459,26,2026-03-13,Sem pedido,29
18269,1459,26,2026-05-05,Pedido realizado,52
18270,1459,26,2026-06-19,Sem pedido,38
18271,1459,26,2026-07-23,Pedido realizado,11
18272,1460,20,2026-08-19,Reagendada,49
18273,1461,39,2024-10-15,Pedido realizado,34
18274,1461,39,2024-11-12,Pedido realizado,27
18275,1461,39,2024-12-02,Cliente ausente,51
18276,1461,39,2025-01-06,Pedido realizado,85
18277,1461,39,2025-02-04,Pedido realizado,57
18278,1461,39,2025-03-12,Pedido realizado,13
18279,1461,39,2025-04-08,Sem pedido,73
18280,1461,39,2025-04-25,Cliente ausente,84
18281,1461,39,2025-06-16,Pedido realizado,48
18282,1461,39,2025-09-11,Pedido realizado,10
18283,1461,39,2025-12-10,Apenas relacionamento,34
18284,1461,39,2026-02-02,Apenas relacionamento,52
18285,1461,39,2026-05-13,Pedido realizado,70
18286,1461,39,2026-07-02,Sem pedido,36
18287,1461,39,2026-08-11,Pedido realizado,16
18288,1462,18,2024-12-23,Sem pedido,65
18289,1462,40,2025-04-28,Pedido realizado,85
18290,1462,40,2025-06-10,Sem pedido,30
18291,1462,40,2025-07-14,Apenas relacionamento,61
18292,1462,40,2025-08-05,Pedido realizado,59
18293,1462,40,2025-10-29,Pedido realizado,59
18294,1462,40,2025-12-22,Apenas relacionamento,76
18295,1462,40,2026-02-05,Cliente ausente,66
18296,1462,40,2026-05-04,Sem pedido,34
18297,1462,40,2026-06-04,Cliente ausente,62
18298,1462,40,2026-07-10,Reagendada,89
18299,1462,40,2026-08-31,Sem pedido,54
18300,1463,2,2024-10-24,Pedido realizado,39
18301,1463,2,2024-11-14,Apenas relacionamento,68
18302,1463,2,2025-01-08,Pedido realizado,30
18303,1463,2,2025-01-30,Pedido realizado,52
18304,1463,2,2025-03-26,Reagendada,38
18305,1463,2,2025-05-19,Pedido realizado,57
18306,1463,2,2025-06-26,Pedido realizado,32
18307,1463,2,2025-07-21,Pedido realizado,21
18308,1463,15,2025-11-03,Pedido realizado,59
18309,1463,15,2025-12-11,Reagendada,81
18310,1463,15,2026-02-09,Sem pedido,54
18311,1463,15,2026-02-25,Sem pedido,34
18312,1463,15,2026-04-28,Sem pedido,24
18313,1463,15,2026-06-19,Pedido realizado,23
18314,1463,15,2026-07-29,Pedido realizado,23
18315,1464,7,2025-10-20,Pedido realizado,51
18316,1464,7,2025-11-14,Pedido realizado,35
18317,1464,7,2025-12-30,Pedido realizado,59
18318,1464,7,2026-02-18,Pedido realizado,13
18319,1464,7,2026-03-12,Cliente ausente,84
18320,1464,7,2026-04-29,Cliente ausente,79
18321,1464,7,2026-06-17,Reagendada,51
18322,1465,5,2024-10-22,Sem pedido,46
18323,1465,5,2025-01-27,Pedido realizado,48
18324,1465,5,2025-03-10,Pedido realizado,54
18325,1465,5,2025-04-25,Sem pedido,15
18326,1465,5,2025-06-13,Pedido realizado,55
18327,1465,5,2025-07-11,Reagendada,77
18328,1465,5,2025-08-27,Pedido realizado,15
18329,1465,5,2025-10-13,Apenas relacionamento,86
18330,1465,5,2025-12-09,Sem pedido,83
18331,1465,5,2026-01-08,Pedido realizado,74
18332,1465,5,2026-04-20,Pedido realizado,36
18333,1465,5,2026-05-20,Pedido realizado,48
18334,1465,5,2026-07-03,Sem pedido,43
18335,1465,5,2026-08-14,Pedido realizado,13
18336,1466,4,2025-06-05,Cliente ausente,61
18337,1466,4,2025-06-25,Pedido realizado,71
18338,1466,4,2025-08-12,Pedido realizado,10
18339,1466,4,2025-12-19,Pedido realizado,59
18340,1466,4,2026-01-20,Cliente ausente,72
18341,1466,4,2026-04-15,Pedido realizado,13
18342,1466,4,2026-05-05,Cliente ausente,32
18343,1466,4,2026-05-29,Cliente ausente,11
18344,1466,4,2026-07-20,Cliente ausente,15
18345,1466,4,2026-08-05,Pedido realizado,46
18346,1467,2,2024-10-14,Sem pedido,79
18347,1467,2,2024-12-18,Pedido realizado,49
18348,1467,2,2025-01-31,Pedido realizado,14
18349,1467,2,2025-03-07,Pedido realizado,58
18350,1467,2,2025-04-21,Reagendada,71
18351,1467,2,2025-05-09,Pedido realizado,76
18352,1467,2,2025-07-31,Pedido realizado,20
18353,1467,2,2025-08-22,Cliente ausente,89
18354,1467,2,2025-10-15,Sem pedido,90
18355,1467,2,2025-10-31,Pedido realizado,55
18356,1467,2,2025-12-25,Cliente ausente,20
18357,1467,2,2026-04-01,Pedido realizado,40
18358,1467,2,2026-05-06,Pedido realizado,47
18359,1467,2,2026-05-26,Cliente ausente,80
18360,1468,30,2024-10-02,Sem pedido,19
18361,1468,30,2024-11-27,Pedido realizado,13
18362,1468,30,2025-01-06,Pedido realizado,73
18363,1468,30,2025-01-29,Sem pedido,33
18364,1468,30,2025-03-04,Reagendada,37
18365,1468,30,2025-04-23,Pedido realizado,16
18366,1468,30,2025-05-28,Cliente ausente,49
18367,1468,30,2025-08-01,Sem pedido,33
18368,1468,30,2025-09-18,Pedido realizado,70
18369,1468,30,2025-10-29,Pedido realizado,13
18370,1468,30,2025-12-15,Cliente ausente,25
18371,1468,30,2026-02-05,Pedido realizado,82
18372,1468,30,2026-03-09,Sem pedido,48
18373,1468,30,2026-06-09,Sem pedido,49
18374,1468,30,2026-07-29,Sem pedido,44
18375,1469,17,2026-05-01,Pedido realizado,75
18376,1469,17,2026-06-23,Reagendada,23
18377,1469,17,2026-07-16,Apenas relacionamento,41
18378,1469,17,2026-08-17,Cliente ausente,77
18379,1470,1,2025-11-11,Cliente ausente,50
18380,1470,1,2025-12-17,Apenas relacionamento,43
18381,1470,1,2026-01-08,Sem pedido,68
18382,1470,40,2026-02-11,Pedido realizado,55
18383,1470,40,2026-03-05,Sem pedido,23
18384,1470,40,2026-04-14,Pedido realizado,83
18385,1470,40,2026-06-09,Pedido realizado,83
18386,1470,40,2026-07-31,Apenas relacionamento,35
18387,1471,14,2025-01-29,Pedido realizado,30
18388,1471,14,2025-02-28,Cliente ausente,44
18389,1471,14,2025-04-03,Pedido realizado,80
18390,1471,14,2025-05-16,Pedido realizado,52
18391,1471,14,2025-06-17,Reagendada,87
18392,1471,14,2025-09-01,Sem pedido,61
18393,1471,14,2025-10-23,Sem pedido,54
18394,1471,14,2025-12-16,Sem pedido,52
18395,1471,14,2026-02-05,Pedido realizado,55
18396,1471,14,2026-03-11,Reagendada,65
18397,1471,14,2026-04-15,Cliente ausente,27
18398,1471,14,2026-06-16,Pedido realizado,36
18399,1471,14,2026-07-16,Cliente ausente,27
18400,1471,14,2026-08-11,Pedido realizado,14
18401,1472,3,2024-09-24,Sem pedido,12
18402,1472,3,2024-10-21,Pedido realizado,27
18403,1472,3,2024-12-09,Pedido realizado,72
18404,1472,3,2025-02-21,Pedido realizado,18
18405,1472,3,2025-04-04,Pedido realizado,63
18406,1472,3,2025-06-16,Pedido realizado,51
18407,1472,3,2025-07-18,Reagendada,87
18408,1472,3,2025-08-27,Sem pedido,36
18409,1472,3,2025-10-20,Pedido realizado,30
18410,1472,3,2026-01-22,Pedido realizado,50
18411,1472,3,2026-03-02,Pedido realizado,42
18412,1472,3,2026-05-04,Pedido realizado,61
18413,1472,3,2026-06-15,Pedido realizado,75
18414,1473,1,2024-09-24,Sem pedido,21
18415,1473,1,2024-11-15,Pedido realizado,80
18416,1473,1,2024-12-12,Reagendada,35
18417,1473,1,2025-02-05,Reagendada,90
18418,1473,1,2025-06-09,Cliente ausente,50
18419,1473,1,2025-11-03,Pedido realizado,84
18420,1473,1,2025-11-26,Pedido realizado,54
18421,1473,1,2026-02-05,Pedido realizado,77
18422,1473,1,2026-04-29,Pedido realizado,22
18423,1473,1,2026-07-02,Reagendada,30
18424,1473,1,2026-08-20,Pedido realizado,42
18425,1474,12,2024-10-24,Pedido realizado,59
18426,1474,12,2024-11-29,Pedido realizado,45
18427,1474,12,2024-12-17,Pedido realizado,48
18428,1474,12,2025-03-13,Cliente ausente,13
18429,1474,12,2025-04-28,Cliente ausente,19
18430,1474,12,2025-06-04,Apenas relacionamento,43
18431,1474,12,2025-07-24,Pedido realizado,78
