carteira_id,cliente_id,vendedor_id,data_inicio,data_fim
1770,1473,1,2024-09-01,
1771,1474,12,2024-09-01,2025-10-23
1772,1474,32,2025-10-24,
1773,1475,19,2024-09-01,2025-03-02
1774,1475,36,2025-03-03,
1775,1476,8,2026-05-01,
1776,1477,17,2024-09-01,
1777,1478,35,2024-09-01,
1778,1479,8,2024-09-01,
1779,1480,18,2024-09-01,
1780,1481,16,2024-09-01,
1781,1482,37,2024-09-01,2025-06-15
1782,1482,30,2025-06-16,
1783,1483,38,2024-09-01,
1784,1484,41,2024-09-01,
1785,1485,7,2026-06-08,
1786,1486,22,2024-09-01,
1787,1487,10,2024-09-01,
1788,1488,31,2024-09-01,
1789,1489,20,2024-09-01,
1790,1490,7,2024-09-01,
1791,1491,7,2024-09-01,
1792,1492,36,2024-09-01,2025-02-24
1793,1492,13,2025-02-25,
1794,1493,26,2024-09-01,2025-06-26
1795,1493,41,2025-06-27,
1796,1494,19,2026-03-14,
1797,1495,37,2024-09-01,2025-05-21
1798,1495,37,2025-05-22,
1799,1496,21,2024-09-01,
1800,1497,10,2024-09-01,
1801,1498,20,2024-09-01,
1802,1499,2,2024-09-01,
1803,1500,21,2024-09-01,
1804,1501,41,2024-09-01,
1805,1502,9,2024-09-01,2025-05-04
1806,1502,29,2025-05-05,
1807,1503,2,2025-10-04,2026-06-15
1808,1503,26,2026-06-16,
1809,1504,9,2026-05-31,
1810,1505,27,2024-09-01,2024-12-12
1811,1505,36,2024-12-13,
1812,1506,20,2026-05-15,
1813,1507,31,2024-09-01,
1814,1508,3,2024-09-01,
1815,1509,32,2024-09-01,
1816,1510,38,2024-09-01,
1817,1511,37,2024-09-01,
1818,1512,11,2024-09-01,
1819,1513,32,2024-09-01,
1820,1514,14,2024-09-01,
1821,1515,40,2024-09-01,
1822,1516,36,2026-02-28,
1823,1517,34,2026-05-02,
1824,1518,10,2024-09-01,
1825,1519,36,2024-09-01,
1826,1520,20,2024-09-01,
1827,1521,26,2024-09-01,
1828,1522,23,2024-09-01,2025-09-24
1829,1522,36,2025-09-25,
1830,1523,2,2024-09-01,
1831,1524,8,2025-03-10,
1832,1525,15,2026-05-08,
1833,1526,22,2026-03-26,
1834,1527,5,2024-09-01,
1835,1528,13,2024-09-01,2025-10-29
1836,1528,9,2025-10-30,
1837,1529,5,2026-02-08,
1838,1530,33,2025-05-20,
1839,1531,31,2024-09-01,
1840,1532,5,2024-09-01,
1841,1533,16,2025-08-04,
1842,1534,5,2024-09-01,
1843,1535,12,2024-09-01,
1844,1536,41,2025-12-30,
1845,1537,6,2024-09-01,
1846,1538,29,2024-09-01,
1847,1539,16,2024-09-01,2025-11-06
1848,1539,29,2025-11-07,
1849,1540,12,2024-09-01,
1850,1541,24,2024-09-01,
1851,1542,21,2024-09-01,
1852,1543,28,2024-09-01,
1853,1544,1,2024-09-01,
1854,1545,37,2024-09-01,
1855,1546,17,2025-02-02,
1856,1547,7,2025-07-22,2025-09-19
1857,1547,35,2025-09-20,
1858,1548,8,2025-10-17,
1859,1549,32,2024-09-01,
1860,1550,22,2026-05-03,
1861,1551,23,2024-09-01,
1862,1552,35,2024-09-01,
1863,1553,26,2024-09-01,2025-10-02
1864,1553,3,2025-10-03,
1865,1554,34,2024-09-01,
1866,1555,8,2024-09-01,2026-05-03
1867,1555,2,2026-05-04,
1868,1556,13,2025-05-02,2026-06-16
1869,1556,8,2026-06-17,
1870,1557,23,2024-09-01,
1871,1558,6,2024-09-01,2025-09-21
1872,1558,30,2025-09-22,
1873,1559,35,2024-09-01,
1874,1560,4,2024-09-01,
1875,1561,30,2024-09-01,2025-02-20
1876,1561,6,2025-02-21,
1877,1562,38,2024-09-01,
1878,1563,9,2024-09-01,
1879,1564,30,2024-09-01,2024-12-31
1880,1564,13,2025-01-01,
1881,1565,27,2024-09-01,
1882,1566,28,2024-09-01,
1883,1567,1,2024-09-01,
1884,1568,10,2026-04-29,
1885,1569,31,2024-09-01,
1886,1570,36,2026-04-25,2026-07-15
1887,1570,38,2026-07-16,
1888,1571,18,2024-09-01,
1889,1572,22,2024-09-01,
1890,1573,4,2024-09-01,
1891,1574,41,2024-09-01,
1892,1575,21,2024-09-01,
1893,1576,38,2024-09-01,
1894,1577,7,2024-09-01,
1895,1578,18,2024-09-01,2025-09-16
1896,1578,4,2025-09-17,
1897,1579,39,2024-09-01,2025-11-19
1898,1579,41,2025-11-20,
1899,1580,7,2024-09-01,
1900,1581,41,2024-09-01,
1901,1582,26,2024-09-01,
1902,1583,15,2024-09-01,
1903,1584,25,2024-09-01,2024-11-14
1904,1584,2,2024-11-15,
1905,1585,16,2024-09-01,2025-09-10
1906,1585,23,2025-09-11,
1907,1586,42,2024-09-01,2024-12-13
1908,1586,34,2024-12-14,
1909,1587,11,2024-09-01,2024-11-02
1910,1587,40,2024-11-03,
1911,1588,25,2024-09-01,
1912,1589,33,2024-09-01,
1913,1590,36,2024-09-01,
1914,1591,15,2024-09-01,2025-08-22
1915,1591,38,2025-08-23,
1916,1592,26,2024-09-01,2026-04-04
1917,1592,27,2026-04-05,
1918,1593,32,2024-09-01,
1919,1594,17,2024-11-29,
1920,1595,17,2024-09-01,
1921,1596,10,2024-09-01,2026-07-01
1922,1596,5,2026-07-02,
1923,1597,31,2024-09-01,
1924,1598,25,2024-09-01,2025-03-26
1925,1598,41,2025-03-27,
1926,1599,8,2024-09-01,
1927,1600,38,2024-09-01,
1928,1601,27,2024-09-01,
1929,1602,13,2024-09-01,2024-11-06
1930,1602,14,2024-11-07,
1931,1603,37,2024-09-01,2026-07-30
1932,1603,8,2026-07-31,
1933,1604,22,2025-06-27,
1934,1605,23,2024-09-01,
1935,1606,10,2024-09-01,
1936,1607,38,2024-09-01,
1937,1608,7,2025-01-20,2025-05-17
1938,1608,3,2025-05-18,
1939,1609,22,2024-10-04,
1940,1610,1,2024-09-01,
1941,1611,6,2024-09-01,2025-07-24
1942,1611,18,2025-07-25,
1943,1612,10,2024-09-01,
1944,1613,13,2025-11-12,
1945,1614,10,2024-09-01,
1946,1615,32,2026-06-10,
1947,1616,12,2024-09-01,
1948,1617,39,2024-09-01,2025-02-12
1949,1617,11,2025-02-13,
1950,1618,16,2024-09-01,
1951,1619,4,2024-09-01,
1952,1620,39,2024-09-01,
1953,1621,21,2024-09-01,
1954,1622,20,2024-09-01,2025-05-17
1955,1622,18,2025-05-18,
1956,1623,15,2025-02-11,
1957,1624,33,2024-09-01,
1958,1625,35,2025-03-21,
1959,1626,37,2024-09-01,2026-05-16
1960,1626,4,2026-05-17,
1961,1627,14,2024-09-01,2025-12-23
1962,1627,24,2025-12-24,
1963,1628,26,2024-09-01,
1964,1629,13,2024-09-01,2024-11-26
1965,1629,41,2024-11-27,
1966,1630,39,2024-09-01,2026-04-03
1967,1630,31,2026-04-04,
1968,1631,21,2024-09-01,
1969,1632,27,2024-09-01,
1970,1633,29,2024-09-01,
1971,1634,6,2024-09-01,
1972,1635,12,2024-09-01,
1973,1636,15,2025-01-31,2025-08-18
1974,1636,18,2025-08-19,
1975,1637,16,2024-09-01,
1976,1638,17,2024-09-01,
1977,1639,20,2024-09-01,2025-03-15
1978,1639,1,2025-03-16,
1979,1640,23,2024-09-01,2025-05-15
1980,1640,39,2025-05-16,
1981,1641,23,2024-11-18,
1982,1642,7,2025-02-14,
1983,1643,8,2024-09-01,
1984,1644,8,2024-09-01,
1985,1645,6,2024-09-01,2026-04-23
1986,1645,17,2026-04-24,
1987,1646,10,2024-09-01,
1988,1647,27,2024-09-01,
1989,1648,39,2024-09-01,
1990,1649,12,2024-09-01,
1991,1650,9,2025-05-30,
1992,1651,35,2024-09-01,
1993,1652,24,2024-09-01,2025-05-15
1994,1652,30,2025-05-16,
1995,1653,31,2024-09-01,2025-12-09
1996,1653,39,2025-12-10,
1997,1654,1,2024-09-01,
1998,1655,23,2024-09-01,
1999,1656,33,2026-06-05,
2000,1657,34,2024-09-01,2024-11-14
2001,1657,14,2024-11-15,
2002,1658,18,2024-09-01,
2003,1659,39,2024-09-01,
2004,1660,4,2024-09-01,
2005,1661,19,2024-11-19,
2006,1662,33,2024-09-01,
2007,1663,12,2024-09-01,2026-02-27
2008,1663,42,2026-02-28,
2009,1664,26,2024-09-01,
2010,1665,10,2024-09-01,
2011,1666,33,2024-09-01,
2012,1667,40,2025-04-29,
2013,1668,1,2024-09-01,
2014,1669,5,2024-09-01,
2015,1670,10,2025-12-12,
2016,1671,40,2024-09-01,
2017,1672,6,2025-05-02,
2018,1673,39,2025-12-06,2026-05-21
2019,1673,11,2026-05-22,
2020,1674,39,2024-11-25,
2021,1675,20,2024-09-01,2025-11-13
2022,1675,12,2025-11-14,
2023,1676,2,2024-09-01,
2024,1677,3,2024-09-01,
2025,1678,22,2024-09-01,
2026,1679,7,2024-10-13,
2027,1680,36,2024-09-01,
2028,1681,14,2024-09-01,2025-08-21
2029,1681,33,2025-08-22,
2030,1682,2,2024-09-01,
2031,1683,36,2024-09-01,
2032,1684,5,2026-05-14,2026-07-25
2033,1684,4,2026-07-26,
2034,1685,20,2025-02-07,
2035,1686,19,2024-09-01,
2036,1687,9,2024-09-01,2025-04-28
2037,1687,22,2025-04-29,
2038,1688,17,2024-09-01,
2039,1689,35,2025-11-26,2026-02-18
2040,1689,36,2026-02-19,
2041,1690,38,2024-09-01,
2042,1691,19,2024-09-01,
2043,1692,26,2024-09-01,
2044,1693,11,2024-10-16,
2045,1694,11,2024-10-08,
2046,1695,36,2026-03-01,
2047,1696,20,2024-09-01,
2048,1697,41,2024-09-01,
2049,1698,31,2024-09-01,
2050,1699,8,2024-09-01,
2051,1700,28,2024-09-01,
2052,1701,41,2024-09-01,
2053,1702,38,2024-09-01,
2054,1703,24,2024-09-01,
2055,1704,23,2025-03-03,
2056,1705,17,2024-09-01,
2057,1706,15,2024-09-01,
2058,1707,6,2024-12-23,
2059,1708,40,2024-09-01,
2060,1709,4,2024-09-01,
2061,1710,42,2024-09-01,
2062,1711,24,2024-09-01,
2063,1712,4,2024-09-01,
2064,1713,1,2024-09-01,
2065,1714,40,2024-09-01,
2066,1715,19,2024-09-01,2025-07-07
2067,1715,16,2025-07-08,
2068,1716,37,2024-09-01,
2069,1717,14,2024-09-01,
2070,1718,8,2024-09-01,
2071,1719,38,2024-09-01,2026-06-16
2072,1719,13,2026-06-17,
2073,1720,14,2025-10-29,
2074,1721,34,2025-04-12,
2075,1722,33,2024-09-01,
2076,1723,38,2024-09-01,
2077,1724,21,2024-09-01,
2078,1725,17,2025-10-18,
2079,1726,40,2024-09-01,
2080,1727,26,2024-09-01,
2081,1728,25,2024-09-01,
2082,1729,5,2024-09-01,
2083,1730,37,2024-09-01,2026-06-18
2084,1730,8,2026-06-19,
2085,1731,33,2024-09-01,
2086,1732,31,2024-09-01,
2087,1733,11,2024-09-01,
2088,1734,34,2024-09-01,
2089,1735,41,2024-09-01,
2090,1736,18,2026-03-09,
2091,1737,5,2024-09-01,
2092,1738,14,2024-09-01,
2093,1739,34,2024-09-01,
2094,1740,29,2024-09-01,
2095,1741,6,2024-09-01,
2096,1742,32,2024-09-01,
2097,1743,24,2024-09-01,
2098,1744,2,2026-05-17,
2099,1745,24,2024-09-01,
2100,1746,26,2024-09-01,
2101,1747,28,2024-09-01,
2102,1748,19,2024-09-01,
2103,1749,32,2025-02-10,
2104,1750,37,2025-09-11,2025-12-08
2105,1750,6,2025-12-09,
2106,1751,41,2024-09-01,2026-04-28
2107,1751,24,2026-04-29,
2108,1752,37,2025-04-01,
2109,1753,35,2024-09-01,
2110,1754,5,2024-09-01,
2111,1755,6,2024-09-01,
2112,1756,12,2024-09-01,2026-03-13
2113,1756,4,2026-03-14,
2114,1757,21,2024-09-01,
2115,1758,19,2024-09-01,
2116,1759,38,2024-10-17,
2117,1760,17,2024-09-01,
2118,1761,31,2024-09-27,
2119,1762,30,2025-01-07,
2120,1763,13,2024-09-01,
2121,1764,38,2024-09-01,2026-07-02
2122,1764,18,2026-07-03,
2123,1765,34,2024-09-01,2025-07-10
2124,1765,24,2025-07-11,
2125,1766,9,2024-09-01,
2126,1767,23,2026-07-02,
2127,1768,18,2026-04-26,
2128,1769,41,2024-09-01,
2129,1770,23,2024-09-01,
2130,1771,22,2024-09-01,
2131,1772,20,2025-10-20,2026-01-14
2132,1772,19,2026-01-15,
2133,1773,16,2024-09-01,
2134,1774,27,2025-11-07,
2135,1775,23,2024-09-01,2026-06-29
2136,1775,38,2026-06-30,
2137,1776,40,2024-09-01,
2138,1777,13,2024-12-11,
2139,1778,17,2024-09-01,2026-06-14
2140,1778,35,2026-06-15,
2141,1779,6,2024-09-01,
2142,1780,32,2024-09-01,
2143,1781,36,2024-09-01,
2144,1782,14,2024-09-01,2025-04-09
2145,1782,8,2025-04-10,
2146,1783,2,2024-09-12,2026-05-16
2147,1783,22,2026-05-17,
2148,1784,33,2024-09-01,
2149,1785,31,2026-02-16,2026-05-01
2150,1785,22,2026-05-02,
2151,1786,24,2024-09-01,2025-04-25
2152,1786,7,2025-04-26,
2153,1787,38,2024-09-01,
2154,1788,13,2024-09-01,
2155,1789,10,2024-09-01,2024-11-27
2156,1789,35,2024-11-28,
2157,1790,6,2025-06-25,
2158,1791,30,2024-09-01,2025-12-11
2159,1791,2,2025-12-12,
2160,1792,31,2024-09-01,
2161,1793,9,2024-09-01,
2162,1794,4,2025-05-10,
2163,1795,5,2024-09-01,
2164,1796,35,2024-09-01,
2165,1797,42,2024-09-01,
2166,1798,31,2024-09-01,2026-07-01
2167,1798,37,2026-07-02,
2168,1799,40,2024-09-01,
2169,1800,19,2024-09-01,
2170,1801,40,2025-10-11,
2171,1802,41,2024-09-01,2025-03-02
2172,1802,34,2025-03-03,
2173,1803,40,2024-09-01,
2174,1804,37,2024-09-01,
2175,1805,25,2024-09-01,
2176,1806,37,2024-09-01,
2177,1807,42,2024-09-01,
2178,1808,17,2024-09-01,2025-12-29
2179,1808,24,2025-12-30,
2180,1809,27,2024-09-01,
2181,1810,3,2024-09-01,2025-04-16
2182,1810,12,2025-04-17,
2183,1811,38,2024-09-11,
2184,1812,32,2024-09-01,2025-08-31
2185,1812,38,2025-09-01,
2186,1813,13,2024-09-01,
2187,1814,24,2024-09-01,2025-02-27
2188,1814,31,2025-02-28,
2189,1815,25,2024-09-01,2026-07-05
2190,1815,34,2026-07-06,
2191,1816,32,2024-09-01,
2192,1817,39,2024-09-01,
2193,1818,27,2024-09-01,
2194,1819,40,2024-09-01,2026-07-06
2195,1819,23,2026-07-07,
2196,1820,12,2024-09-01,2026-04-25
2197,1820,20,2026-04-26,
2198,1821,25,2024-09-01,
2199,1822,16,2024-09-01,
2200,1823,32,2026-06-11,
2201,1824,17,2024-09-01,2025-09-01
2202,1824,28,2025-09-02,
2203,1825,13,2024-09-01,
2204,1826,14,2024-09-01,
2205,1827,20,2024-09-01,
2206,1828,8,2024-09-01,
2207,1829,6,2024-09-01,2024-11-27
2208,1829,12,2024-11-28,
2209,1830,38,2024-09-01,2025-05-23
2210,1830,37,2025-05-24,
2211,1831,17,2024-09-01,
2212,1832,10,2024-09-01,
2213,1833,29,2024-09-01,
2214,1834,4,2025-12-09,2026-05-09
2215,1834,39,2026-05-10,
2216,1835,30,2024-09-01,2025-10-20
2217,1835,25,2025-10-21,
2218,1836,21,2024-09-01,2026-02-08
2219,1836,6,2026-02-09,
2220,1837,39,2024-09-01,2026-01-02
2221,1837,41,2026-01-03,
2222,1838,36,2026-03-08,2026-06-22
2223,1838,3,2026-06-23,
2224,1839,42,2024-09-01,2025-11-30
2225,1839,30,2025-12-01,
2226,1840,1,2025-07-17,
2227,1841,14,2024-09-01,
2228,1842,34,2024-09-01,
2229,1843,34,2024-09-01,2026-05-29
2230,1843,30,2026-05-30,
2231,1844,16,2024-09-01,
2232,1845,13,2024-09-01,
2233,1846,33,2026-04-01,
2234,1847,40,2024-09-01,
2235,1848,40,2024-09-01,
2236,1849,29,2024-09-01,2025-10-11
2237,1849,12,2025-10-12,
2238,1850,36,2024-09-01,
2239,1851,7,2024-09-01,
2240,1852,7,2024-09-01,2026-07-02
2241,1852,39,2026-07-03,
2242,1853,11,2024-09-01,
2243,1854,7,2025-10-12,
2244,1855,2,2024-09-01,2025-06-02
2245,1855,38,2025-06-03,
2246,1856,31,2024-09-01,
2247,1857,2,2024-09-01,
2248,1858,5,2024-09-01,2025-10-28
2249,1858,24,2025-10-29,
2250,1859,5,2024-09-01,
2251,1860,34,2024-09-01,
2252,1861,33,2024-12-30,
2253,1862,12,2024-09-01,
2254,1863,40,2024-09-01,
2255,1864,8,2025-03-17,2026-01-07
2256,1864,21,2026-01-08,
2257,1865,17,2024-09-01,
2258,1866,35,2024-09-01,
2259,1867,8,2024-09-01,2026-04-30
2260,1867,1,2026-05-01,
2261,1868,40,2024-09-01,
2262,1869,27,2024-09-01,
2263,1870,1,2024-12-18,
2264,1871,35,2024-09-01,
2265,1872,42,2024-09-01,
2266,1873,39,2024-11-05,
2267,1874,8,2024-09-01,2025-02-21
2268,1874,20,2025-02-22,
2269,1875,31,2024-09-01,2025-06-30
2270,1875,36,2025-07-01,
2271,1876,19,2024-09-01,
2272,1877,7,2024-09-01,
2273,1878,6,2026-05-11,
2274,1879,41,2024-09-01,
2275,1880,13,2024-09-01,2025-10-13
2276,1880,40,2025-10-14,
2277,1881,28,2024-09-01,
2278,1882,4,2024-09-01,2026-02-12
2279,1882,3,2026-02-13,
2280,1883,22,2024-09-01,
2281,1884,2,2024-09-01,
2282,1885,9,2024-09-01,
2283,1886,29,2024-09-01,
2284,1887,36,2026-04-13,
2285,1888,34,2024-09-01,
2286,1889,13,2024-09-01,2026-01-28
2287,1889,32,2026-01-29,
2288,1890,28,2024-09-01,2024-12-23
2289,1890,40,2024-12-24,
2290,1891,17,2024-09-01,
2291,1892,10,2025-04-27,
2292,1893,31,2024-09-01,
2293,1894,24,2024-09-01,
2294,1895,39,2024-09-01,
2295,1896,42,2024-09-01,
2296,1897,27,2025-10-09,
2297,1898,26,2024-09-01,
2298,1899,4,2024-09-01,
2299,1900,39,2024-09-01,2024-11-18
2300,1900,20,2024-11-19,
2301,1901,8,2024-09-01,
2302,1902,41,2024-09-01,
2303,1903,35,2024-09-01,
2304,1904,14,2024-09-01,2025-06-16
2305,1904,22,2025-06-17,
2306,1905,4,2024-09-01,2025-06-07
2307,1905,29,2025-06-08,
2308,1906,25,2024-09-01,
2309,1907,3,2024-09-01,2026-04-14
2310,1907,21,2026-04-15,
2311,1908,21,2024-09-01,2026-05-21
2312,1908,18,2026-05-22,
2313,1909,29,2024-09-01,
2314,1910,6,2024-09-01,2026-01-02
2315,1910,34,2026-01-03,
2316,1911,42,2024-09-01,
2317,1912,40,2024-09-01,
2318,1913,13,2024-09-01,
2319,1914,30,2026-01-05,
2320,1915,29,2024-09-01,
2321,1916,10,2024-09-01,
2322,1917,6,2026-01-04,2026-04-03
2323,1917,2,2026-04-04,
2324,1918,40,2024-09-01,
2325,1919,23,2024-09-01,
2326,1920,37,2024-09-01,
2327,1921,7,2025-03-04,
2328,1922,7,2024-09-01,2026-03-25
2329,1922,15,2026-03-26,
2330,1923,2,2024-09-01,
2331,1924,5,2024-09-01,
2332,1925,19,2024-09-01,
2333,1926,6,2024-09-01,2025-10-12
2334,1926,2,2025-10-13,
2335,1927,9,2024-09-01,
2336,1928,11,2025-02-22,
2337,1929,22,2024-09-01,
2338,1930,30,2024-09-06,
2339,1931,12,2024-09-01,
2340,1932,39,2024-09-01,
2341,1933,20,2024-09-01,
2342,1934,25,2024-09-01,2025-04-14
2343,1934,32,2025-04-15,
2344,1935,13,2025-09-02,
2345,1936,36,2024-09-01,
2346,1937,35,2025-06-10,
2347,1938,19,2024-09-01,2026-04-21
2348,1938,10,2026-04-22,
2349,1939,10,2024-09-01,
2350,1940,1,2024-09-01,
2351,1941,33,2024-09-01,
2352,1942,25,2025-12-24,
2353,1943,11,2024-09-01,
2354,1944,14,2025-12-21,
2355,1945,16,2025-07-02,
2356,1946,27,2024-09-01,
2357,1947,16,2025-06-15,
2358,1948,22,2026-03-14,
2359,1949,10,2024-09-01,
2360,1950,22,2024-09-01,
2361,1951,21,2025-10-14,
2362,1952,12,2024-09-01,
2363,1953,26,2025-11-01,
2364,1954,29,2024-09-25,
2365,1955,41,2024-09-01,2026-05-01
2366,1955,3,2026-05-02,
2367,1956,26,2024-09-01,
2368,1957,14,2024-09-01,
2369,1958,31,2024-09-01,
2370,1959,38,2024-09-01,
2371,1960,41,2024-09-01,
2372,1961,10,2024-09-01,2025-10-18
2373,1961,20,2025-10-19,
2374,1962,6,2026-02-14,
2375,1963,12,2024-09-01,
2376,1964,12,2025-12-14,
2377,1965,12,2025-09-18,
2378,1966,26,2024-09-01,
2379,1967,15,2024-09-01,2025-12-15
2380,1967,40,2025-12-16,
2381,1968,22,2024-09-01,
2382,1969,42,2024-09-01,
2383,1970,4,2024-09-01,2025-12-24
2384,1970,34,2025-12-25,
2385,1971,17,2024-09-01,2025-01-16
2386,1971,28,2025-01-17,
2387,1972,3,2024-09-01,
2388,1973,41,2024-09-01,2025-01-02
2389,1973,11,2025-01-03,
2390,1974,10,2024-09-01,
2391,1975,9,2024-09-01,
2392,1976,20,2025-03-29,
2393,1977,32,2024-09-01,
2394,1978,16,2024-09-01,
2395,1979,20,2024-11-18,
2396,1980,19,2024-09-01,
2397,1981,15,2024-12-22,
2398,1982,27,2024-09-01,
2399,1983,33,2024-09-01,2025-03-10
2400,1983,11,2025-03-11,
2401,1984,22,2024-09-01,
2402,1985,37,2024-09-01,2025-11-16
2403,1985,30,2025-11-17,
2404,1986,36,2024-09-01,
2405,1987,14,2024-09-01,
2406,1988,18,2024-09-01,2025-02-15
2407,1988,20,2025-02-16,
2408,1989,6,2024-09-01,
2409,1990,31,2024-09-01,2026-07-10
2410,1990,24,2026-07-11,
2411,1991,9,2024-11-16,
2412,1992,4,2024-09-01,
2413,1993,26,2024-09-01,
2414,1994,22,2024-09-01,
2415,1995,38,2024-09-01,
2416,1996,26,2025-10-19,2025-12-23
2417,1996,20,2025-12-24,
2418,1997,19,2025-06-12,
2419,1998,32,2024-09-01,
2420,1999,27,2024-09-01,
2421,2000,7,2026-03-09,
2422,2001,19,2024-09-01,
2423,2002,18,2024-09-01,2024-11-12
2424,2002,23,2024-11-13,
2425,2003,4,2024-09-01,2025-12-29
2426,2003,33,2025-12-30,
2427,2004,7,2025-03-30,
2428,2005,20,2024-09-01,
2429,2006,24,2024-09-01,
2430,2007,21,2024-09-01,
2431,2008,24,2026-06-28,2026-09-05
2432,2008,24,2026-09-06,
2433,2009,33,2025-07-09,
2434,2010,9,2024-12-03,
2435,2011,21,2024-09-01,
2436,2012,23,2024-09-01,
2437,2013,10,2025-12-04,
2438,2014,7,2024-09-01,2026-03-12
2439,2014,42,2026-03-13,
2440,2015,6,2024-09-01,
2441,2016,1,2024-09-01,
2442,2017,40,2024-09-01,
2443,2018,12,2025-05-20,
2444,2019,13,2024-09-01,
2445,2020,26,2024-09-01,2026-02-03
2446,2020,11,2026-02-04,
2447,2021,24,2024-09-01,
2448,2022,19,2024-09-01,
2449,2023,23,2024-09-01,
2450,2024,24,2025-02-25,
2451,2025,38,2024-09-01,
2452,2026,12,2026-03-11,
2453,2027,20,2024-09-01,
2454,2028,24,2024-09-01,
2455,2029,22,2024-09-01,
2456,2030,4,2024-09-01,2024-11-30
2457,2030,39,2024-12-01,
2458,2031,42,2024-09-01,
2459,2032,11,2026-01-01,
2460,2033,25,2024-09-01,
2461,2034,35,2024-09-01,
2462,2035,35,2025-06-21,
2463,2036,6,2024-09-01,
2464,2037,9,2024-09-01,
2465,2038,21,2024-09-01,
2466,2039,18,2024-09-01,2025-03-09
2467,2039,4,2025-03-10,
2468,2040,37,2024-09-01,
2469,2041,15,2024-10-23,
2470,2042,8,2024-10-02,2025-05-04
2471,2042,15,2025-05-05,
2472,2043,2,2025-11-10,2026-06-26
2473,2043,13,2026-06-27,
2474,2044,4,2024-09-01,
2475,2045,5,2026-03-16,
2476,2046,25,2024-09-01,
2477,2047,16,2024-09-01,
2478,2048,36,2024-09-01,
2479,2049,20,2024-09-01,
2480,2050,28,2024-09-01,
2481,2051,26,2025-12-27,
2482,2052,18,2024-09-01,
2483,2053,8,2024-11-21,
2484,2054,16,2024-09-01,
2485,2055,6,2024-09-01,2025-01-21
2486,2055,39,2025-01-22,
2487,2056,1,2024-09-01,
2488,2057,26,2024-09-01,2025-09-19
2489,2057,27,2025-09-20,
2490,2058,37,2026-01-11,2026-05-10
2491,2058,27,2026-05-11,
2492,2059,20,2024-09-01,
2493,2060,17,2024-09-01,
2494,2061,25,2024-09-01,
2495,2062,17,2024-09-01,
2496,2063,42,2024-09-01,2025-01-15
2497,2063,1,2025-01-16,
2498,2064,27,2024-09-01,
2499,2065,40,2024-09-01,
2500,2066,3,2024-09-01,
2501,2067,14,2024-09-01,
2502,2068,3,2024-09-01,
2503,2069,27,2024-09-01,
2504,2070,41,2024-09-01,2025-10-11
2505,2070,7,2025-10-12,
2506,2071,41,2024-11-03,
2507,2072,30,2024-09-01,2025-07-20
2508,2072,2,2025-07-21,
2509,2073,20,2024-09-01,
2510,2074,28,2024-09-01,
2511,2075,26,2024-09-01,
2512,2076,37,2024-09-01,
2513,2077,10,2024-09-01,2025-09-11
2514,2077,3,2025-09-12,
2515,2078,5,2025-12-01,
2516,2079,17,2024-09-01,
2517,2080,40,2024-09-01,
2518,2081,32,2024-09-01,
2519,2082,42,2024-09-01,
2520,2083,22,2024-09-01,
2521,2084,42,2025-07-05,2026-05-19
2522,2084,4,2026-05-20,
2523,2085,22,2025-12-15,
2524,2086,18,2024-09-01,2025-07-06
2525,2086,7,2025-07-07,
2526,2087,33,2024-09-01,
2527,2088,11,2024-09-01,
2528,2089,29,2024-09-01,
2529,2090,3,2025-07-24,
2530,2091,27,2024-09-01,
2531,2092,37,2024-09-01,
2532,2093,11,2025-02-12,2025-07-18
2533,2093,40,2025-07-19,
2534,2094,42,2026-04-29,2026-06-27
2535,2094,21,2026-06-28,
2536,2095,2,2024-09-01,
2537,2096,31,2024-09-01,
2538,2097,19,2024-09-01,
2539,2098,41,2024-09-01,
2540,2099,8,2024-09-01,
2541,2100,29,2025-09-16,
2542,2101,35,2024-09-01,
2543,2102,4,2024-09-16,2025-07-11
2544,2102,3,2025-07-12,
2545,2103,16,2024-09-01,
2546,2104,16,2024-09-01,
2547,2105,42,2024-09-01,
2548,2106,33,2024-09-14,2025-06-20
2549,2106,1,2025-06-21,
2550,2107,7,2024-09-01,
2551,2108,6,2024-09-01,
2552,2109,40,2026-04-20,
2553,2110,19,2024-09-01,
2554,2111,21,2024-09-01,
2555,2112,5,2024-09-01,
2556,2113,14,2024-09-01,
2557,2114,4,2024-09-01,2026-07-02
2558,2114,2,2026-07-03,
2559,2115,28,2024-09-01,2025-12-01
2560,2115,37,2025-12-02,
2561,2116,7,2024-09-01,
2562,2117,35,2024-09-01,
2563,2118,22,2025-11-11,2026-01-28
2564,2118,4,2026-01-29,
2565,2119,27,2024-09-01,
2566,2120,30,2024-09-01,
2567,2121,38,2024-09-01,
2568,2122,1,2024-09-01,2026-04-24
2569,2122,40,2026-04-25,
2570,2123,8,2024-09-01,
2571,2124,31,2024-09-01,
2572,2125,31,2026-01-21,
2573,2126,11,2024-09-01,
2574,2127,42,2024-09-01,
2575,2128,42,2024-09-01,
2576,2129,5,2024-09-01,2025-10-17
2577,2129,9,2025-10-18,
2578,2130,33,2024-09-01,
2579,2131,5,2024-09-01,
2580,2132,36,2024-09-01,
2581,2133,15,2024-09-01,2026-03-26
2582,2133,23,2026-03-27,
2583,2134,24,2024-09-01,2025-09-19
2584,2134,27,2025-09-20,
